,企业名称,被投资企业名称,投资比例
0,汕头市美祺实业有限公司,汕头市骏荣汽车销售服务有限公司,100%
1,汕头市美祺实业有限公司,广东骏荣汽车维修有限公司,100%
2,汕头市美祺实业有限公司,汕头潮阳骏荣汽车销售服务有限公司,100%
3,汕头市美祺实业有限公司,汕尾骏荣汽车销售服务有限公司,100%
4,汕头市美祺实业有限公司,潮州骏荣汽车销售服务有限公司,100%
5,汕头市美祺实业有限公司,普宁骏荣汽车销售服务有限公司,100%
6,汕头市美祺实业有限公司,梅州骏荣汽车销售服务有限公司,100%
7,汕头市美祺实业有限公司,揭阳骏荣汽车销售服务有限公司,100%
8,汕头市美祺实业有限公司,广东骏荣贸易有限公司,100%
9,汕头市美祺实业有限公司,梅州悦荣企业管理有限公司,100%
10,汕头市美祺实业有限公司,广东骏荣投资有限公司,100%
0,汕头市自来水总公司,汕头市润源物业管理有限公司,100%
0,汕头自行车厂,汕头市腾达商贸有限公司,90%
0,汕头市航运总公司船舶修造厂,汕头市航运船舶服务公司,100%
0,汕头市茂发食品有限公司,汕头市茂发食品技术研究院有限公司,100%
0,汕头市莲娜姬护肤品有限公司,汕头市万邦实业（集团）有限公司,22.3072%
0,汕头超声印制板公司,上海合颖实业有限公司,20%
0,汕头轻工机械厂有限公司,汕头市轻兴食品机械有限公司,100%
1,汕头轻工机械厂有限公司,汕头高新区锋和焊接机器人有限公司,40%
2,汕头轻工机械厂有限公司,广东广康包装科技股份有限公司,44%
3,汕头轻工机械厂有限公司,汕头市企联轻工装备有限公司,17.5%
4,汕头轻工机械厂有限公司,汕头轻机罐头机械有限公司,100%
0,汕头市进德兴实业有限公司,广东智联兴精密科技有限公司,78%
0,汕头市金光高科有限公司,浙江金光高科新材料有限公司,100%
1,汕头市金光高科有限公司,山东金光高科新材料有限公司,100%
2,汕头市金光高科有限公司,抚州市源光科技有限公司,100%
3,汕头市金光高科有限公司,江西金光高科有限公司,100%
0,汕头市金时印刷有限公司,深圳金实投资有限公司,40%
1,汕头市金时印刷有限公司,湖南金时投资有限公司,100%
2,汕头市金时印刷有限公司,成都众成博瑞商务信息咨询有限公司,30%
3,汕头市金时印刷有限公司,东山金时房地产有限公司,100%
0,汕头市鑫谷实业有限公司,广东澄海农村商业银行股份有限公司,0.75949%
0,汕头市韩江机械厂,汕头市信荣房地产开发有限公司,100%
1,汕头市韩江机械厂,汕头市盛达汽车销售服务有限公司,100%
0,汕头市飘影洗涤用品有限公司,汕头工业设计城运营有限公司,35%
0,汕头高新区金霖织绣有限公司,汕头市润华房地产开发有限公司,33.38006%
0,汕头市龙华珠光颜料有限公司,汕头市龙骅材料技术有限公司,100%
0,汕头市龙湖区锦华磁带厂有限公司,汕头市天时包装有限公司,50%
0,汕尾市五丰水产食品有限公司,五丰农业科技（海丰）有限公司,30%
1,汕尾市五丰水产食品有限公司,汕尾市丰华股权投资中心（有限合伙）,30%
2,汕尾市五丰水产食品有限公司,五丰华源科技（海丰）有限公司,21%
3,汕尾市五丰水产食品有限公司,汕尾市五丰农业科技投资有限公司,50%
0,汕尾市国泰食品有限公司,广东粤农龙企投资控股有限公司,15%
1,汕尾市国泰食品有限公司,陆河国泰青梅产业发展有限公司,36%
2,汕尾市国泰食品有限公司,深圳深汕特别合作区汇创海洋科技有限公司,100%
0,汝南县天中酒业有限公司,汝南县天中酒业销售有限公司,100%
1,汝南县天中酒业有限公司,汝南县春秋商贸有限公司,100%
0,汝南县广源车辆有限公司,汝南县广源农机有限公司,96%
1,汝南县广源车辆有限公司,汝南冠生园食品有限公司,70%
0,汝城县乐施水泥有限公司,汝城县华信小额贷款有限公司,30%
0,汝城县水电有限公司,汝城县官溪旅游开发有限公司,100%
1,汝城县水电有限公司,汝城县益将林场有限责任公司,100%
2,汝城县水电有限公司,汝城县绿能小水电投资开发有限公司,100%
3,汝城县水电有限公司,汝城县文明水库有限责任公司,100%
4,汝城县水电有限公司,汝城县永山生态林业有限公司,100%
5,汝城县水电有限公司,汝城县园河电力有限公司,100%
6,汝城县水电有限公司,汝城县暖水林场有限责任公司,100%
7,汝城县水电有限公司,汝城县官溪建设投资开发有限公司,100%
8,汝城县水电有限公司,汝城县龙虎洞水库有限责任公司,100%
9,汝城县水电有限公司,汝城县大坪林场有限责任公司,100%
10,汝城县水电有限公司,汝城县万年桥水电有限责任公司,43.7%
11,汝城县水电有限公司,开元汝城投资有限公司,14.13043%
12,汝城县水电有限公司,郴州九节带水电有限公司,20%
13,汝城县水电有限公司,汝城县民用爆破器材专营有限责任公司,60.28169%
14,汝城县水电有限公司,汝城县富民光能扶贫有限公司,8.20345%
15,汝城县水电有限公司,湖南郴电国际发展股份有限公司,7.88%
16,汝城县水电有限公司,湖南汝城新阳村镇银行股份有限公司,10%
17,汝城县水电有限公司,汝城县麻仔潭联营电站,54%
18,汝城县水电有限公司,汝城官溪山庄有限责任公司,100%
19,汝城县水电有限公司,汝城县龙虎洞水库有限责任公司,100%
20,汝城县水电有限公司,湖南汝城农村商业银行股份有限公司,4.5%
21,汝城县水电有限公司,湖南暖水温泉开发有限公司,1%
22,汝城县水电有限公司,湖南永兴农村商业银行股份有限公司,-
0,汝州市汝丰焦化有限公司,河南汝州农村商业银行股份有限公司,-
1,汝州市汝丰焦化有限公司,河南省丰源典当有限公司,41%
2,汝州市汝丰焦化有限公司,汝州玉川村镇银行股份有限公司,4.57457%
3,汝州市汝丰焦化有限公司,河南舞钢农村商业银行股份有限公司,-
4,汝州市汝丰焦化有限公司,河南平煤神马汝丰炭材料科技有限公司,30%
0,江中药业股份有限公司,江西江中医药贸易有限责任公司,99.71429%
1,江中药业股份有限公司,宁夏朴卡酒业有限公司,100%
2,江中药业股份有限公司,江西南昌济生制药有限责任公司,51.00041%
3,江中药业股份有限公司,江西南昌桑海制药有限责任公司,51.00441%
4,江中药业股份有限公司,上海江中电子商务有限责任公司,100%
5,江中药业股份有限公司,江西本草天工科技有限责任公司,40%
6,江中药业股份有限公司,北京正旦国际科技有限责任公司,25.70566%
7,江中药业股份有限公司,青海银行股份有限公司,-
8,江中药业股份有限公司,晋城海斯制药有限公司,51%
0,江南造船（集团）有限公司,江南造船集团（上海）房地产开发经营有限公司,100%
1,江南造船（集团）有限公司,上海中船文化传媒有限责任公司,100%
2,江南造船（集团）有限公司,上海芮江实业有限公司,100%
3,江南造船（集团）有限公司,江南重工有限公司,100%
4,江南造船（集团）有限公司,上海江南计量检测站有限公司,100%
5,江南造船（集团）有限公司,中核海洋核动力发展有限公司,10%
6,江南造船（集团）有限公司,上海长兴海洋装备产业基地开发有限公司,4.8%
7,江南造船（集团）有限公司,上海卢浦大桥投资发展有限公司,20%
8,江南造船（集团）有限公司,上海江南造船企业发展有限公司,20%
9,江南造船（集团）有限公司,中船科技股份有限公司,3.9%
10,江南造船（集团）有限公司,中国船舶集团海舟系统技术有限公司,6%
11,江南造船（集团）有限公司,华泰保险集团股份有限公司,-
12,江南造船（集团）有限公司,上海宝鼎投资股份有限公司,0.29849%
13,江南造船（集团）有限公司,中船财务有限责任公司,3.66907%
14,江南造船（集团）有限公司,长江养老保险股份有限公司,1.72841%
0,江安县腾飞化工有限公司,江安环能钙业有限公司,100%
0,江山三星铜材线缆有限公司,浙江江山农村商业银行股份有限公司,1.73788%
0,江山市伟峰家具有限公司,浙江江山农村商业银行股份有限公司,-
0,江山市何家山水泥有限公司,常山江山虎水泥有限公司,100%
1,江山市何家山水泥有限公司,江山市江山虎物流管理有限公司,62.5%
2,江山市何家山水泥有限公司,常山江山虎电力有限公司,100%
3,江山市何家山水泥有限公司,江西岩鹰水泥有限公司,100%
4,江山市何家山水泥有限公司,江山市江山虎商品混凝土有限公司,40%
5,江山市何家山水泥有限公司,浙江省江山创新科技有限公司,8.32136%
6,江山市何家山水泥有限公司,江山虎鼎汽车市场管理有限公司,100%
7,江山市何家山水泥有限公司,江山虎集团有限公司,1%
0,江山市双氧水有限公司,江山市捷达运输有限公司,100%
1,江山市双氧水有限公司,浙江江山农村商业银行股份有限公司,0.77932%
0,江山市开关厂有限公司,浙江南极互感器有限公司,24%
1,江山市开关厂有限公司,浙江纪元电气科技股份有限公司,72.77778%
0,江山恒昌电线有限公司,衢州市中铭建材有限公司,100%
0,江山市波恩化工有限公司,浙江联承新材料有限公司,2.53165%
0,江山市港琦印花材料有限公司,浙江联硕新材料有限公司,11.11111%
1,江山市港琦印花材料有限公司,浙江联承新材料有限公司,12.65823%
0,江油中化炉窑工程有限公司,四川万合东方科技有限公司,33%
0,江油长联实业开发总公司,江油市长建实业公司,0.84686%
0,江苏一互电气有限公司,江苏靖江互感器股份有限公司,14.59%
0,江苏一环集团有限公司,江苏一环集团噪声暖通设备有限公司,100%
1,江苏一环集团有限公司,江苏一环集团环保工程有限公司,100%
2,江苏一环集团有限公司,江苏一环集团闸阀门铸造有限公司,54.16667%
3,江苏一环集团有限公司,中宜环科仪器江苏有限公司,20%
0,江苏七叶乳胶有限公司,苏州七协塑业有限公司,67.1141%
0,江苏万力机械股份有限公司,海安县万力振动机械有限公司,26.66667%
1,江苏万力机械股份有限公司,海安县万力砖机模具有限公司,80%
2,江苏万力机械股份有限公司,海安市万力铸造有限公司,100%
3,江苏万力机械股份有限公司,江苏万力高新机械有限公司,52%
4,江苏万力机械股份有限公司,海安万力再生资源有限公司,10%
5,江苏万力机械股份有限公司,阜宁万力机械有限公司,100%
6,江苏万力机械股份有限公司,南通万力精密科技有限公司,30%
7,江苏万力机械股份有限公司,江苏海安盐海村镇银行股份有限公司,10%
8,江苏万力机械股份有限公司,中投融资担保海安有限公司,0.1%
0,江苏万工科技集团有限公司,苏州由尼康缝纫机有限公司,50%
0,江苏三友集团股份有限公司,舟山美慈投资管理有限公司,100%
1,江苏三友集团股份有限公司,上海美兆健康管理有限公司,100%
2,江苏三友集团股份有限公司,美年大健康产业（集团）有限公司,100%
3,江苏三友集团股份有限公司,北京美年保险经纪有限公司,100%
4,江苏三友集团股份有限公司,上海美健奥亚健康管理有限公司,100%
5,江苏三友集团股份有限公司,上海美年健康人工智能科技有限公司,100%
6,江苏三友集团股份有限公司,上海美置信息技术有限公司,100%
7,江苏三友集团股份有限公司,大连美年大健康生命科技有限公司,100%
8,江苏三友集团股份有限公司,北京朗美文化传媒有限公司,35%
9,江苏三友集团股份有限公司,慈铭健康体检管理集团有限公司,72.87583%
10,江苏三友集团股份有限公司,上海大象医学科技有限公司,51%
11,江苏三友集团股份有限公司,上海素芯医学影像科技有限公司,40%
12,江苏三友集团股份有限公司,福州美年医疗投资合伙企业（有限合伙）,41.35802%
13,江苏三友集团股份有限公司,上海天谷源健康科技有限公司,11.7%
14,江苏三友集团股份有限公司,上海美年大健康一期股权投资基金合伙企业（有限合伙）,16.50862%
15,江苏三友集团股份有限公司,上海好卓数据服务有限公司,11.39789%
16,江苏三友集团股份有限公司,上海健亿投资中心（有限合伙）,9.96016%
17,江苏三友集团股份有限公司,上海保险交易所股份有限公司,1.34228%
18,江苏三友集团股份有限公司,南通美富健康产业投资合伙企业（有限合伙）,18.95262%
19,江苏三友集团股份有限公司,南通美东健康产业投资合伙企业（有限合伙）,18.75733%
20,江苏三友集团股份有限公司,苏州美汇医药技术有限公司,30%
21,江苏三友集团股份有限公司,上海深至信息科技有限公司,5.08932%
22,江苏三友集团股份有限公司,美因健康科技（北京）有限公司,20.80619%
23,江苏三友集团股份有限公司,上海翎赫信息咨询服务有限公司,1%
0,江苏三友集团南通色织有限公司,南通友恒色织有限公司,100%
0,江苏三和建设有限公司,南京箭驰汽车运输有限公司,100%
0,江苏三圩盐场,响水县东进水产养殖有限公司,100%
1,江苏三圩盐场,响水县三圩水产养殖有限公司,100%
2,江苏三圩盐场,响水县东源水产养殖有限公司,100%
3,江苏三圩盐场,响水县鑫海盐业有限公司,100%
4,江苏三圩盐场,响水县友邦物业管理有限公司,100%
0,江苏三房巷集团有限公司,江阴海伦化纤有限公司,100%
1,江苏三房巷集团有限公司,江阴新伦化纤有限公司,100%
2,江苏三房巷集团有限公司,江阴博伦化纤有限公司,100%
3,江苏三房巷集团有限公司,江阴兴茂化纤原料有限公司,100%
4,江苏三房巷集团有限公司,江阴碧悦污水处理有限公司,100%
5,江苏三房巷集团有限公司,江苏兴佳智慧科技有限公司,100%
6,江苏三房巷集团有限公司,江阴三房巷金属门窗有限公司,100%
7,江苏三房巷集团有限公司,江阴红光织造有限公司,100%
8,江苏三房巷集团有限公司,江阴华盛聚合有限公司,100%
9,江苏三房巷集团有限公司,江阴燃机热电有限公司,100%
10,江苏三房巷集团有限公司,江阴丰华合成纤维有限公司,100%
11,江苏三房巷集团有限公司,江苏兴业聚化有限公司,100%
12,江苏三房巷集团有限公司,江苏三仁能源有限公司,100%
13,江苏三房巷集团有限公司,江阴融聚科技有限公司,100%
14,江苏三房巷集团有限公司,江苏三房巷创业投资有限公司,100%
15,江苏三房巷集团有限公司,江阴丰润化学纤维有限公司,100%
16,江苏三房巷集团有限公司,江阴三房巷金陵酒店有限公司,100%
17,江苏三房巷集团有限公司,江阴华美特种纤维有限公司,100%
18,江苏三房巷集团有限公司,江阴新颖纺织有限公司,100%
19,江苏三房巷集团有限公司,江苏兴业钜合有限公司,100%
20,江苏三房巷集团有限公司,江阴运伦化纤有限公司,100%
21,江苏三房巷集团有限公司,江阴市三伦化纤贸易有限公司,99%
22,江苏三房巷集团有限公司,上海灿秦企业管理合伙企业（有限合伙）,99%
23,江苏三房巷集团有限公司,江苏三房巷聚材股份有限公司,76.16%
24,江苏三房巷集团有限公司,江阴民丰农村小额贷款有限公司,75%
25,江苏三房巷集团有限公司,江苏三房巷国际贸易有限公司,87.5%
26,江苏三房巷集团有限公司,江阴市新天地置业有限公司,70%
27,江苏三房巷集团有限公司,三房巷财务有限公司,60%
28,江苏三房巷集团有限公司,上海耘凯企业管理有限公司,65%
29,江苏三房巷集团有限公司,江苏三房巷薄膜股份有限公司,96.3789%
30,江苏三房巷集团有限公司,江阴华怡聚合有限公司,78.80844%
31,江苏三房巷集团有限公司,江阴三房巷德恒教育科技有限公司,40%
32,江苏三房巷集团有限公司,江阴兴盛塑化有限公司,18.02885%
33,江苏三房巷集团有限公司,江阴苏龙热电有限公司,16.7%
34,江苏三房巷集团有限公司,金祯（江苏）投资管理有限公司,50%
35,江苏三房巷集团有限公司,江阴华星合成有限公司,22.77709%
36,江苏三房巷集团有限公司,华泰证券股份有限公司,1.00769%
37,江苏三房巷集团有限公司,江阴市南菁教育发展咨询中心（有限合伙）,-
38,江苏三房巷集团有限公司,江阴霞客科技股权投资基金（有限合伙）,-
0,江苏三环实业股份有限公司,张家界冠中污水处理有限公司,99%
0,江苏三笑集团,扬州市云海物业服务有限公司,88%
1,江苏三笑集团,扬州市云海房地产开发有限公司,88.14815%
2,江苏三笑集团,上海可洁实业有限公司,100%
3,江苏三笑集团,上海王平食品有限公司,100%
4,江苏三笑集团,扬州市海峡管理科技有限公司,6.09756%
5,江苏三笑集团,扬州三笑旅游发展有限公司,60%
0,江苏三菱磨料磨具有限公司,盐城市菱动贸易有限公司,100%
1,江苏三菱磨料磨具有限公司,江苏三阳研磨材料有限公司,100%
2,江苏三菱磨料磨具有限公司,盐城市涂附磨具研发有限公司,100%
0,江苏三零面粉集团泰兴市曲霞面粉厂,江苏三零面粉有限公司,0.90075%
0,江苏三鸿食品有限公司,南京商茂实业有限公司,60%
1,江苏三鸿食品有限公司,南京三鸿食品有限公司,60%
2,江苏三鸿食品有限公司,南京三鸿置业有限公司,51%
3,江苏三鸿食品有限公司,南京魏洪兴食品有限公司,40%
4,江苏三鸿食品有限公司,南京鸡鸭加工厂有限公司,74.68355%
0,江苏上上电缆集团有限公司,江苏上上电缆集团溧阳上上贸易有限公司,51%
1,江苏上上电缆集团有限公司,江苏上上电缆集团溧阳特种电缆有限公司,88%
2,江苏上上电缆集团有限公司,溧阳市上上有色型材有限公司,88%
3,江苏上上电缆集团有限公司,江苏上上电缆集团新材料有限公司,100%
4,江苏上上电缆集团有限公司,江苏天目湖互联科技有限公司,16.66667%
5,江苏上上电缆集团有限公司,江苏上上特种线缆有限公司,100%
6,江苏上上电缆集团有限公司,江苏上上新能源有限公司,100%
0,江苏东光微电子股份有限公司,北京弘高元智众虚拟现实科技有限公司,100%
1,江苏东光微电子股份有限公司,北京中装华材网络科技有限公司,9.75607%
2,江苏东光微电子股份有限公司,北京青旅弘高工程管理咨询有限公司,51%
3,江苏东光微电子股份有限公司,北京青旅弘高文创规划设计咨询有限公司,51%
4,江苏东光微电子股份有限公司,北京弘高建筑装饰工程设计有限公司,100%
5,江苏东光微电子股份有限公司,嘉兴市红石弘高股权投资基金合伙企业（有限合伙）,30%
6,江苏东光微电子股份有限公司,北京丁星科技有限公司,30%
7,江苏东光微电子股份有限公司,北京佛佑文化发展有限公司,11%
8,江苏东光微电子股份有限公司,上海集地建筑设计工程有限公司,34%
9,江苏东光微电子股份有限公司,北京弘高幸福家设计顾问有限公司,51%
0,江苏东华纺织有限公司,江苏东华农业发展有限公司,100%
1,江苏东华纺织有限公司,江苏织宝纺织有限公司,100%
0,江苏东宝农药化工有限公司,扬州市东马无人机科技有限公司,49%
1,江苏东宝农药化工有限公司,江苏东宝生物科技有限公司,51%
2,江苏东宝农药化工有限公司,扬州市东宝物流有限公司,100%
3,江苏东宝农药化工有限公司,池州万维化工有限公司,51%
4,江苏东宝农药化工有限公司,新疆苏扬东恒新材料有限公司,51%
0,江苏东方成套设备制造有限公司,靖江东方安装工程有限公司,100%
1,江苏东方成套设备制造有限公司,江苏东方冶金机械制造有限公司,90.30888%
0,江苏东洲通信设备有限公司,上海金锦新能源装备有限公司,98.03922%
0,江苏东源电器集团股份有限公司,南通阿斯通电器制造有限公司,100%
1,江苏东源电器集团股份有限公司,南通国轩新能源科技有限公司,100%
2,江苏东源电器集团股份有限公司,苏州东源天利电器有限公司,100%
0,江苏中丹化工集团公司,江苏恒润制药有限公司,100%
1,江苏中丹化工集团公司,江苏中丹化工技术有限公司,100%
2,江苏中丹化工集团公司,江苏中丹药物研究有限公司,100%
3,江苏中丹化工集团公司,泰兴瑞泰化工有限公司,100%
4,江苏中丹化工集团公司,江苏中丹化工进出口有限公司,100%
5,江苏中丹化工集团公司,泰兴泰华精细化工有限公司,70%
6,江苏中丹化工集团公司,江苏盛泰化学科技有限公司,29%
7,江苏中丹化工集团公司,江苏泰兴中银富登村镇银行有限责任公司,7.5%
0,江苏中伟业通讯设备有限公司,芜湖歌斐广泰股权投资中心（有限合伙）,-
0,江苏中彩印务有限公司,江苏丹阳农村商业银行股份有限公司,0.52632%
1,江苏中彩印务有限公司,四川大胜达中飞包装科技有限公司,40%
0,江苏中恒纺织有限公司,江苏四方纺线有限责任公司,100%
1,江苏中恒纺织有限公司,阜宁县中恒房地产开发有限责任公司,98.75%
2,江苏中恒纺织有限公司,阜宁县中恒物业管理有限责任公司,83.33333%
3,江苏中恒纺织有限公司,江苏阜宁农村商业银行股份有限公司,5.86818%
0,江苏中煤矿缆有限公司,江苏和顺典当有限公司,30%
0,江苏中科能凯夫空调有限公司,爱尔博克（无锡）空调有限公司,40%
0,江苏中联地毯有限公司,江苏中联地毯（武汉）有限公司,100%
1,江苏中联地毯有限公司,佛山中联地毯有限公司,60%
2,江苏中联地毯有限公司,江苏中联地毯（铁岭）有限公司,100%
0,江苏中联科技集团有限公司,上海申银万国成长一期股权投资合伙企业（有限合伙）,10%
1,江苏中联科技集团有限公司,南通联信企业管理咨询有限公司,100%
0,江苏中能电力设备有限公司,镇江柯林韦尔电力有限公司,100%
0,江苏中讯数码电子有限公司,无锡威斯顿软件有限公司,30%
0,江苏中金玛泰医药包装有限公司,四川中金医药包装有限公司,100%
0,江苏丰山集团有限公司,南京丰山化学有限公司,100%
1,江苏丰山集团有限公司,江苏丰山农化有限公司,100%
2,江苏丰山集团有限公司,四川丰山生物科技有限公司,100%
3,江苏丰山集团有限公司,湖北丰山新材料科技有限公司,100%
4,江苏丰山集团有限公司,江苏丰山生化科技有限公司,100%
5,江苏丰山集团有限公司,江苏丰山新农业发展有限公司,100%
6,江苏丰山集团有限公司,上海斐昱歆琰投资管理合伙企业（有限合伙）,22.98745%
7,江苏丰山集团有限公司,江苏丰山全诺新能源科技有限公司,66%
0,江苏丰润电器有限公司,江苏新科电器有限公司,100%
0,江苏丹化集团有限公司,丹阳市丹化进出口有限公司,100%
1,江苏丹化集团有限公司,丹阳慧丰进出口贸易有限公司,100%
2,江苏丹化集团有限公司,丹阳市东莱石油制品有限公司,100%
3,江苏丹化集团有限公司,丹阳市丹化运输有限公司,100%
4,江苏丹化集团有限公司,江苏丹化煤制化学品工程技术有限公司,100%
5,江苏丹化集团有限公司,丹阳市丹化劳动服务有限公司,100%
6,江苏丹化集团有限公司,丹阳市金丹电气安装有限公司,100%
7,江苏丹化集团有限公司,苏州时钻环保实业有限公司,55.004%
8,江苏丹化集团有限公司,济宁丹佳环境服务有限公司,29%
9,江苏丹化集团有限公司,丹化化工科技股份有限公司,21.65%
10,江苏丹化集团有限公司,丹阳市金盛化工有限公司,71.2%
11,江苏丹化集团有限公司,南京盛宇涌鑫股权投资中心（有限合伙）,30%
12,江苏丹化集团有限公司,江苏丹阳农村商业银行股份有限公司,10%
0,江苏丹棉集团有限公司,江苏华阳纺织有限公司,100%
1,江苏丹棉集团有限公司,丹阳濠江纺织有限公司,100%
0,江苏久吾高科技股份有限公司,南京久吾石化工程有限公司,100%
1,江苏久吾高科技股份有限公司,上海氯德新材料科技有限公司,20%
2,江苏久吾高科技股份有限公司,浙江绿保再生资源科技有限公司,5.04018%
3,江苏久吾高科技股份有限公司,安徽久吾天虹环保科技有限公司,39%
4,江苏久吾高科技股份有限公司,连云港久洋环境科技有限公司,49%
5,江苏久吾高科技股份有限公司,南京同畅新材料研究院有限公司,39%
6,江苏久吾高科技股份有限公司,南京德伟达技术咨询有限公司,90%
7,江苏久吾高科技股份有限公司,江苏久吾环保产业发展有限公司,95%
8,江苏久吾高科技股份有限公司,上海久吾生态环境科技有限责任公司,51%
9,江苏久吾高科技股份有限公司,西藏久吾新材料科技有限公司,100%
10,江苏久吾高科技股份有限公司,南京工大膜应用技术研究所有限公司,-
0,江苏久联冶金机械制造有限公司,天津渤钢五号企业管理合伙企业（有限合伙）,0.16509%
1,江苏久联冶金机械制造有限公司,亚镁科技（靖江）有限公司,49%
0,江苏九寿堂生物制品有限公司,南京九寿堂医药科技有限公司,65%
0,江苏五琼浆酒业有限公司,宝应县五琼浆酒业销售有限公司,100%
1,江苏五琼浆酒业有限公司,宝应全嘉生活超市有限公司,99%
2,江苏五琼浆酒业有限公司,扬州五琼浆生活超市有限公司,99%
0,江苏五龙机械有限公司,常州市武龙机械安装工程有限公司,100%
1,江苏五龙机械有限公司,常州市武进区和正农村小额贷款股份有限公司,7.40741%
0,江苏亚伦集团股份有限公司,江苏赛科化学有限公司,51%
1,江苏亚伦集团股份有限公司,南通亚伦房地产开发有限公司,100%
2,江苏亚伦集团股份有限公司,南通亚伦家纺城置业有限公司,100%
3,江苏亚伦集团股份有限公司,上海中创静安商业发展有限公司,60%
4,江苏亚伦集团股份有限公司,新疆融图房地产开发有限公司,100%
5,江苏亚伦集团股份有限公司,南通融创睿江置业有限公司,100%
6,江苏亚伦集团股份有限公司,南通好瑞管理咨询有限公司,100%
7,江苏亚伦集团股份有限公司,上海创伦置业有限公司,99%
8,江苏亚伦集团股份有限公司,南通香格里拉纺织品有限公司,4.26829%
9,江苏亚伦集团股份有限公司,南通盛唐纺织品有限公司,30%
10,江苏亚伦集团股份有限公司,南通盛融置业有限公司,27.5%
11,江苏亚伦集团股份有限公司,江苏融伦置业有限公司,49%
12,江苏亚伦集团股份有限公司,江苏南通农村商业银行股份有限公司,-
0,江苏亚宝绝缘材料有限公司,扬州亚宝新材料科技有限公司,37%
0,江苏亚振家具有限公司,上海亚振国际贸易有限公司,100%
1,江苏亚振家具有限公司,南京亚振家居有限公司,100%
2,江苏亚振家具有限公司,南通亚振东方家具有限公司,100%
3,江苏亚振家具有限公司,上海亚振家具有限公司,100%
4,江苏亚振家具有限公司,江苏亚振家居发展有限公司,25%
5,江苏亚振家具有限公司,上海亚振企业发展有限公司,100%
6,江苏亚振家具有限公司,上海亚特联造家居有限公司,60%
7,江苏亚振家具有限公司,武汉市亚振家居有限公司,80%
8,江苏亚振家具有限公司,苏州亚振国际家居有限公司,15%
0,江苏亚美日用化工有限公司,亚美（滁州）日用品科技有限公司,100%
1,江苏亚美日用化工有限公司,苏州亚美电子商务有限公司,65%
0,江苏亨威实业集团有限公司,盐城市亨威大酒店有限公司,37.5%
1,江苏亨威实业集团有限公司,江苏帝亨实业集团股份有限公司,92.29183%
0,江苏京安消防设备制造有限公司,马鞍山京安消防科技有限公司,100%
1,江苏京安消防设备制造有限公司,安徽京安消防设备制造有限公司,100%
0,江苏人民机具有限公司,溧阳欣东机械科技有限公司,90%
0,江苏亿能电气有限公司,镇江佳泰电气有限公司,84.74576%
1,江苏亿能电气有限公司,镇江亿全通用照明母线有限公司,87.7193%
2,江苏亿能电气有限公司,镇江市亿通金属套管有限公司,76.74419%
3,江苏亿能电气有限公司,扬中市亿能工程设备安装有限公司,51%
4,江苏亿能电气有限公司,伊顿母线（江苏）有限公司,50%
5,江苏亿能电气有限公司,江苏扬中农村商业银行股份有限公司,-
0,江苏亿通高科技股份有限公司,苏州亿易通电子信息科技有限公司,100%
1,江苏亿通高科技股份有限公司,合肥鲸鱼微电子有限公司,100%
2,江苏亿通高科技股份有限公司,合肥顺源创科管理咨询有限公司,100%
0,江苏仓环铜业股份有限公司,上海上大众鑫科技发展有限公司,34%
1,江苏仓环铜业股份有限公司,江苏仓环铜管销售有限公司,100%
0,江苏仙鹤食品酿造有限公司,江苏婚博影视文化产业园有限公司,30%
0,江苏伊思达纺织有限公司,常州市武进区龙城农村小额贷款股份有限公司,2.1%
0,江苏众恒染整有限公司,江苏湖塘双惠典当有限公司,36%
1,江苏众恒染整有限公司,常州湖塘商汇投资有限公司,2%
2,江苏众恒染整有限公司,常州市国茂投资有限公司,28%
3,江苏众恒染整有限公司,江苏益联丰融资担保有限公司,-
0,江苏佳为实业发展有限公司,杭州千岛湖古森泉实业发展有限公司,50%
1,江苏佳为实业发展有限公司,中健韶华（北京）健康科技有限公司,15%
2,江苏佳为实业发展有限公司,南京波达电子科技有限公司,50%
3,江苏佳为实业发展有限公司,南京佳为智通科技有限公司,72%
4,江苏佳为实业发展有限公司,京坛（深圳）医生集团有限公司,49%
0,江苏侨基生物化学有限公司,江苏侨基生物科技有限公司,20%
0,江苏侨昌诺恩农化有限公司,徐州润丰汽车运输有限公司,100%
0,江苏倪家巷集团有限公司,江阴常盛化纤有限公司,100%
1,江苏倪家巷集团有限公司,江阴市虎跑环保科技有限公司,100%
2,江苏倪家巷集团有限公司,江阴龙航国际贸易有限公司,100%
3,江苏倪家巷集团有限公司,江阴市天工纺织有限公司,100%
4,江苏倪家巷集团有限公司,江阴倪家巷新材料有限公司,100%
5,江苏倪家巷集团有限公司,江阴市倪家巷纺织有限公司,100%
6,江苏倪家巷集团有限公司,江阴市倪家巷化工有限公司,90%
7,江苏倪家巷集团有限公司,江阴市虎跑纺织印染有限公司,90%
8,江苏倪家巷集团有限公司,江苏倪家巷集团精毛纺织有限公司,80%
9,江苏倪家巷集团有限公司,江苏倪家巷国贸有限公司,80%
10,江苏倪家巷集团有限公司,江阴市光华电气自动化设备有限公司,80%
11,江苏倪家巷集团有限公司,江阴市周北污水处理有限公司,30%
12,江苏倪家巷集团有限公司,江阴市倪家巷纺织原料有限公司,51%
13,江苏倪家巷集团有限公司,江阴周庄热力有限公司,15.00027%
0,江苏省健尔康医用敷料有限公司,常州健泽卫生材料有限公司,100%
