,企业名称,状态,网址
0,玛科比企业（上海）有限公司,0,https://www.tianyancha.com/company/1664849788
1,福建天宇钢铁制品有限公司,0,https://www.tianyancha.com/company/779994173
2,莱阳市鑫磊石材有限公司,0,https://www.tianyancha.com/company/378272123
