,企业名称,被投资企业名称,投资比例
1,贵州达众磨料磨具有限公司,贵州达众第七砂轮有限责任公司,95.5649%
2,贵州达众磨料磨具有限公司,贵阳第七砂轮房地产开发有限公司,100%
3,贵州达众磨料磨具有限公司,贵阳六砂磨料磨具有限公司,100%
4,贵州达众磨料磨具有限公司,安顺市旅游出租汽车有限公司,60%
0,贵州远程制药有限公司,贵州毕节农村商业银行股份有限公司,1.0655%
0,贵州通源汽车有限公司,遵义通源汽车有限公司,100%
1,贵州通源汽车有限公司,贵州通源马丁汽车销售服务有限公司,100%
2,贵州通源汽车有限公司,贵州贵广丰田汽车销售服务有限公司,100%
3,贵州通源汽车有限公司,咸阳宝源汽车销售服务有限公司,100%
4,贵州通源汽车有限公司,深圳通源宝源汽车服务有限公司,100%
5,贵州通源汽车有限公司,黔西南州宝源汽车销售服务有限公司,100%
6,贵州通源汽车有限公司,南充通源雷克萨斯汽车销售服务有限公司,100%
7,贵州通源汽车有限公司,贵阳贵利汽车销售服务有限公司,100%
8,贵州通源汽车有限公司,贵阳通意汽车销售服务有限公司,100%
9,贵州通源汽车有限公司,贵州凯里经济开发区通源丰田汽车销售服务有限公司,100%
10,贵州通源汽车有限公司,遵义通源汽车有限公司,100%
11,贵州通源汽车有限公司,铜仁通源宝源汽车销售服务有限公司,100%
12,贵州通源汽车有限公司,六盘水通源汽车销售服务有限公司,100%
13,贵州通源汽车有限公司,六盘水通远汽车销售服务有限公司,100%
14,贵州通源汽车有限公司,贵阳通源英菲汽车销售服务有限公司,100%
15,贵州通源汽车有限公司,泸州通源美克汽车销售服务有限公司,100%
16,贵州通源汽车有限公司,泸州和众利德汽车贸易有限公司,100%
17,贵州通源汽车有限公司,贵州省凯里经济开发区通源金雪汽车销售服务有限公司,100%
18,贵州通源汽车有限公司,贵阳通源贵莱汽车销售服务有限公司,100%
19,贵州通源汽车有限公司,咸阳通源汽车有限公司,100%
20,贵州通源汽车有限公司,贵州凯里经济开发区宝源汽车销售服务有限公司,100%
21,贵州通源汽车有限公司,成都宝源行汽车销售服务有限公司,100%
22,贵州通源汽车有限公司,贵州贵驰汽车销售服务有限公司,100%
23,贵州通源汽车有限公司,成都通蓉源丰田汽车销售服务有限公司,100%
24,贵州通源汽车有限公司,贵州凯里经济开发区通源汽车销售有限公司,100%
25,贵州通源汽车有限公司,金华通远汽车销售服务有限公司,100%
26,贵州通源汽车有限公司,深圳通源宝源二手车中心有限公司,100%
27,贵州通源汽车有限公司,通源行（珠海横琴）汽车有限公司,100%
28,贵州通源汽车有限公司,贵州通源汽车保险代理有限公司,100%
29,贵州通源汽车有限公司,重庆通源宝源汽车销售服务有限公司,100%
30,贵州通源汽车有限公司,都匀宝源汽车销售服务有限公司,100%
31,贵州通源汽车有限公司,贵阳通源宝源汽车售后服务有限公司,100%
32,贵州通源汽车有限公司,深圳通源宝源二手车中心有限公司,100%
33,贵州通源汽车有限公司,贵州通源赛车文化发展有限公司,100%
0,贵州省铜仁市武陵冶化厂,贵州省铜仁市武陵锰业新材料有限公司,30%
1,贵州省铜仁市武陵冶化厂,贵州省铜仁市新跃贸易有限责任公司,81.88557%
0,贵州铝厂,珠海亚奇纸塑制品有限公司,100%
1,贵州铝厂,贵州贵铝华颐房地产开发有限责任公司,98%
2,贵州铝厂,中铝贵州工业服务有限公司,49.00575%
3,贵州铝厂,贵州贵铝现代城市服务有限公司,100%
4,贵州铝厂,贵州中铝云顶旅游开发有限公司,100%
5,贵州铝厂,贵州贵铝技术服务有限责任公司,100%
6,贵州铝厂,贵州贵铝物流有限公司,49%
7,贵州铝厂,深圳金粤幕墙装饰工程有限公司,2.1%
8,贵州铝厂,贵州贵铝装备工程有限责任公司,30.00012%
9,贵州铝厂,贵州中天贵铝房地产开发有限公司,30%
10,贵州铝厂,贵州中铝铝业有限公司,31.54797%
0,贵州长通电力线路器材有限公司,贵州长通电气有限公司,71.05836%
1,贵州长通电力线路器材有限公司,贵州长泰源纳米钙业科技有限公司,100%
2,贵州长通电力线路器材有限公司,息烽新长通钙业科技有限公司,100%
3,贵州长通电力线路器材有限公司,贵州长通威宁新能源有限公司,61%
4,贵州长通电力线路器材有限公司,贵州长通双碳技术研究院有限公司,100%
5,贵州长通电力线路器材有限公司,铜仁兴通电杆有限公司,49%
6,贵州长通电力线路器材有限公司,贵州玖行能源科技有限公司,34%
7,贵州长通电力线路器材有限公司,贵州贵银投资有限公司,20%
8,贵州长通电力线路器材有限公司,贵州新曙光电缆有限公司,57.204%
9,贵州长通电力线路器材有限公司,贵阳通域能源有限公司,30%
10,贵州长通电力线路器材有限公司,贵州一道长通新能源有限公司,60%
0,贵州险峰实业总公司,贵州永安电机有限公司,100%
1,贵州险峰实业总公司,贵阳永力轴承有限公司,100%
2,贵州险峰实业总公司,贵阳朝晖滤清器有限公司,100%
3,贵州险峰实业总公司,贵阳险峰机床有限责任公司,99%
4,贵州险峰实业总公司,险峰综合服务公司,100%
5,贵州险峰实业总公司,贵阳险峰物流有限公司,100%
6,贵州险峰实业总公司,贵州鑫汇天力柴油机成套有限公司,100%
0,贵州顺健制药有限公司,安顺农村商业银行股份有限公司,6.92187%
0,贵州飞龙雨绿色实业有限公司,贵州兴义农村商业银行股份有限公司,0.5%
0,贵州鸭溪酒业有限公司,贵州鸭溪窖酱酒有限公司,51%
0,贵州黔能天和磷业有限公司,贵州鑫山工贸发展有限公司,51.00009%
1,贵州黔能天和磷业有限公司,贵州开阳白马磷肥有限公司,40%
2,贵州黔能天和磷业有限公司,广西钦州黔能天和磷化工有限公司,100%
0,贵州黔西中水发电有限公司,贵州金元黔西发电有限责任公司,100%
0,贵州黔西能源开发有限公司,贵州省黔西县龙山房地产开发有限公司,100%
0,贵港市冠峰制药有限公司,贵港市臻元物业有限公司,100%
0,贵溪千盛化工有限公司,贵溪市汇金典当有限责任公司,7.5%
0,贵溪市自来水公司,贵溪市东方供水有限责任公司,100%
1,贵溪市自来水公司,贵溪九银村镇银行股份有限公司,9.94975%
0,贵阳三联乳业有限公司,贵阳乌当春满园饮食服务有限公司,49%
1,贵阳三联乳业有限公司,贵州三联农产品物流贸易有限公司,67.4%
2,贵阳三联乳业有限公司,贵州黔康肉食品经营有限公司,44.02516%
3,贵阳三联乳业有限公司,贵阳筑农投资合伙企业（有限合伙）,57.76892%
0,贵阳市供水总公司,贵阳供水实业开发公司,100%
1,贵阳市供水总公司,贵阳水务集团花溪水务有限公司,100%
2,贵阳市供水总公司,贵阳水务集团清镇水务有限公司,100%
3,贵阳市供水总公司,贵阳水务集团开阳水务有限公司,100%
4,贵阳市供水总公司,贵阳水务集团白云水务有限公司,100%
5,贵阳市供水总公司,贵州筑水环境监测有限公司,100%
6,贵阳市供水总公司,贵阳市水利水电勘测设计研究院有限公司,100%
7,贵阳市供水总公司,贵阳市润源物资有限公司,100%
8,贵阳市供水总公司,贵阳水务直饮水有限公司,100%
9,贵阳市供水总公司,贵阳北控水务有限责任公司,55%
10,贵阳市供水总公司,贵阳筑水水利产业发展有限公司,77.7605%
11,贵阳市供水总公司,贵阳水务集团开阳水务有限公司,100%
12,贵阳市供水总公司,贵阳水务集团修文水务有限公司,100%
13,贵阳市供水总公司,贵阳市排水有限公司,100%
14,贵阳市供水总公司,贵州贵安水务有限公司,18.75%
15,贵阳市供水总公司,贵阳供水地能有限责任公司,30%
16,贵阳市供水总公司,贵州同创水务有限公司,19.90002%
17,贵阳市供水总公司,贵州贵水投资发展股份有限公司,51%
18,贵阳市供水总公司,贵州筑清水务环境产业有限公司,26.5183%
19,贵阳市供水总公司,贵阳水资源开发投资有限公司,49%
20,贵阳市供水总公司,贵阳市医疗健康产业投资股份有限公司,15%
0,贵阳宝莲印务有限公司,贵州富黔包装印务有限公司,100%
0,贵阳富源饲料有限公司,贵州金农基金管理有限公司,20%
0,贵阳弘业纺织印染有限公司,贵阳清镇久诚劳动服务有限公司,100%
1,贵阳弘业纺织印染有限公司,贵州中恒天露旅游发展有限公司,90.90909%
0,贵阳德昌祥药业有限公司,贵州方达兴新能源投资有限公司,100%
1,贵阳德昌祥药业有限公司,贵州德昌祥中药材种植有限公司,60%
0,贵阳新天光电科技有限公司,贵阳新天光电科技进出口有限公司,100%
1,贵阳新天光电科技有限公司,贵阳新光实业有限公司,100%
2,贵阳新天光电科技有限公司,贵阳新豪光电有限公司,100%
3,贵阳新天光电科技有限公司,贵阳新光医养有限公司,100%
4,贵阳新天光电科技有限公司,贵阳市装备制造智能技术研究院有限公司,30%
0,贵阳新天药业股份有限公司,上海海天医药科技开发有限公司,100%
1,贵阳新天药业股份有限公司,北京新望医药科技有限公司,100%
2,贵阳新天药业股份有限公司,贵阳治和药业有限公司,100%
3,贵阳新天药业股份有限公司,上海名鹊网络科技有限公司,100%
4,贵阳新天药业股份有限公司,北京坤立舒苦参医学研究院有限公司,100%
5,贵阳新天药业股份有限公司,上海硕方医药科技有限公司,100%
6,贵阳新天药业股份有限公司,上海汇伦医药股份有限公司,14.88096%
7,贵阳新天药业股份有限公司,贵州和舒达保健酒业有限公司,100%
8,贵阳新天药业股份有限公司,贵州坤宁新天药业有限公司,100%
0,贵阳新希望农业科技有限公司,黔西南希望农牧有限公司,40%
0,贵阳济仁堂药业有限公司,贵阳济仁堂药品销售有限公司,100%
0,贵阳海信电子有限公司,贵阳海信电子科技有限公司,100%
0,贵阳润丰制药有限公司,贵州润丰（集团）实业有限公司,19.26773%
1,贵阳润丰制药有限公司,贵阳市华创产业园服务有限公司,90%
0,贵阳煤气气源厂,盘县有益煤矿（有限合伙）,60%
1,贵阳煤气气源厂,盘县英武乡捷吉煤矿（有限合伙）,60%
0,贵阳经济技术开发区永兴机械有限公司,贵州惠水永兴机械有限公司,6%
1,贵阳经济技术开发区永兴机械有限公司,贵阳经济技术开发区永兴机械有限公司,59.18179%
0,贵阳市花溪区供水公司,贵阳花溪绿水缘水务开发有限公司,100%
1,贵阳市花溪区供水公司,贵阳花溪石板源泉水务有限公司,100%
0,贵阳酒厂,贵州贵酒酒类运营管理有限公司,100%
1,贵阳酒厂,贵州贵酒贸易有限公司,100%
2,贵阳酒厂,贵州茅台镇贵酒酒业股份有限公司,99.03846%
0,贵阳钢厂劳动服务公司,贵阳诚诚金冶报废汽车回收拆解专营有限公司,50%
1,贵阳钢厂劳动服务公司,韶能集团韶关宏大齿轮有限公司,0.36702%
0,贵阳长乐钢铁有限公司,贵州联合钢铁（集团）有限公司,33.33333%
0,贵阳市麟山黄磷厂,贵阳市麟山黄磷厂,100%
0,费县华箴彩印包装有限公司,山东费县农村商业银行股份有限公司,0.43586%
1,费县华箴彩印包装有限公司,山东华箴检测技术有限公司,100%
0,费县华鑫木业有限公司,费县东岳石膏设备有限公司,66.66667%
1,费县华鑫木业有限公司,山东费县农村商业银行股份有限公司,0.60717%
0,费县宝业印花有限公司,山东费县农村商业银行股份有限公司,0.99478%
1,费县宝业印花有限公司,费县梁邹村镇银行股份有限公司,9%
0,费县沂蒙丝业有限公司,山东费县农村商业银行股份有限公司,0.58734%
0,费县沂龙水泥有限公司,费县长青山公墓管理有限公司,100%
1,费县沂龙水泥有限公司,临沂银光新型建筑材料有限公司,19%
0,贺利氏古莎齿科有限公司,上海古莎齿科贸易有限公司,52.47974%
0,贺州嘉宝食品有限公司,广西嘉宝现代农业有限公司,100%
1,贺州嘉宝食品有限公司,漳州嘉宝生物科技有限公司,100%
0,贺泰科技（深圳）有限公司,东莞市贺泰化工贸易有限公司,100%
0,贺盛精密塑胶（苏州）有限公司,苏州趣旅行旅游用品贸易有限公司,100%
1,贺盛精密塑胶（苏州）有限公司,东莞东钜金属制品有限公司,100%
0,资中县供排水总公司,资中县兴民水务投资有限责任公司,0.2809%
1,资中县供排水总公司,资中县船城国有资产经营有限责任公司,3.332%
0,资中县天然气公司,资中华润燃气有限公司,30%
0,资中县宏和丝绸有限公司,资中县农村信用合作联社,-
0,资中县银山鸿展工业有限公司,资中县农村信用合作联社,-
0,资勇五金制品（太仓）有限公司,艾德克安防科技（上海）有限公司,100%
0,资源县天野矿产制品有限公司,广西资源农村商业银行股份有限公司,0.95384%
0,资阳市力源粮油有限公司,资阳市农业融资担保有限责任公司,-
0,资阳嘉好饲料科技有限公司,安岳县龙头凤养鸡专业合作社,1.23457%
0,资阳晨风工业有限公司,资阳晨工电器有限公司,98.93617%
1,资阳晨风工业有限公司,资阳市中小企业融资担保有限责任公司,0.13474%
0,资阳晨风西铁机械有限公司,资阳蜀达科技有限公司,16.12903%
0,资阳海天水务有限公司,简阳海天水务有限公司,93.14445%
0,赐昱鞋业（深圳）有限公司,深圳创睿实业投资发展有限公司,70%
1,赐昱鞋业（深圳）有限公司,深圳极睿实业投资发展有限公司,70%
2,赐昱鞋业（深圳）有限公司,深圳极源实业投资发展有限公司,70%
3,赐昱鞋业（深圳）有限公司,深圳创源实业投资发展有限公司,70%
0,赛丽电子系统（上海）有限公司,赛丽电子系统（浙江）有限公司,51%
0,赛尔康技术（深圳）有限公司,桂林赛尔康电子技术有限公司,100%
0,赛沃纳如（广州）鞋材有限公司,赛沃纳如（佛山）新材料科技有限公司,100%
0,赛龙（北京）汽车部件有限公司,赛龙（烟台）汽车部件有限公司,10%
0,赣州佳业家俱有限公司,江西赣县农村商业银行股份有限公司,5.32852%
0,赣州华劲纸业有限公司,赣州华劲竹林发展有限公司,100%
1,赣州华劲纸业有限公司,赣州银行股份有限公司,-
0,赣州华坚国际鞋城有限公司,赣州华坚置业有限公司,100%
1,赣州华坚国际鞋城有限公司,江西省商联股权投资中心（有限合伙）,2.0202%
2,赣州华坚国际鞋城有限公司,赣州锦绣华坚教育发展有限公司,35%
3,赣州华坚国际鞋城有限公司,江西慧联置业有限责任公司,0.6734%
4,赣州华坚国际鞋城有限公司,赣州银行股份有限公司,1.52679%
0,赣州南河玻纤有限公司,江西上犹农村商业银行股份有限公司,0.21636%
0,赣州市卫诚火机制造有限公司,赣州市永康塑料制品有限公司,20%
0,赣州发电设备成套制造有限公司,赣州赣发水利水电安装工程有限公司,30.12295%
0,赣州水泵制造有限公司,赣州赣泵机电设备有限公司,100%
1,赣州水泵制造有限公司,南昌赣泵机电设备有限公司,100%
0,赣州汇强机械制造有限公司,赣州开元包装桶有限公司,68%
0,赣州泰普化学有限公司,赣州朗固新材料科技有限公司,60%
1,赣州泰普化学有限公司,韶关林和林产科技有限公司,23.3%
0,赣州群星机械有限公司,赣州群星机器人有限公司,60%
1,赣州群星机械有限公司,赣州星盛企业管理服务有限公司,100%
0,赣州金环磁选设备有限公司,赣州铜峰磁选设备有限公司,100%
0,赣州鑫业工艺有限公司,赣州煜鑫工艺有限公司,100%
0,赣榆县富安紫菜有限公司,连云港紫菜交易市场有限公司,3.93013%
0,赣县红金稀土有限公司,赣州银行股份有限公司,-
0,赤城县茂源矿业有限公司,张家口市宣化区盛源小额贷款有限公司,20%
0,赤壁市三国酒业有限公司,湖北赤壁赋酒业销售有限公司,100%
0,赤壁市天绿香莲有限公司,赤壁天元量子肥料有限公司,30%
0,赤峰东黎绒毛制品有限公司,赤峰云衫商贸有限公司,100%
1,赤峰东黎绒毛制品有限公司,赤峰东黎电子商务有限公司,100%
0,赤峰华源毛业有限公司,北京华源万都科贸有限公司,100%
0,赤峰博恩药业有限公司,赤峰博恩药业经营有限公司,100%
0,赤峰哈河水泥有限公司,赤峰元宝山农村商业银行股份有限公司,-
0,赤峰富龙非金属材料科技园有限公司,郑州富龙新材料科技有限公司,27.67733%
1,赤峰富龙非金属材料科技园有限公司,沈阳东大富龙矿物材料研发有限公司,51%
2,赤峰富龙非金属材料科技园有限公司,赤峰富龙珍珠岩新材料有限责任公司,80%
0,赤峰格拉斯科技有限公司,赤峰格拉斯草业农民专业合作社,76.92308%
0,赤峰市玉峰矿业有限公司,兴安盟精诚矿业有限责任公司,88.23529%
1,赤峰市玉峰矿业有限公司,尼勒克县金溪水电开发有限责任公司,91.24%
2,赤峰市玉峰矿业有限公司,巴林左旗金峰矿业有限责任公司,55%
3,赤峰市玉峰矿业有限公司,察布查尔锡伯自治县玉峰热电有限责任公司,40%
4,赤峰市玉峰矿业有限公司,伊犁会通矿业发展有限公司,93.44878%
5,赤峰市玉峰矿业有限公司,北京玉峰浩业投资有限公司,33.33333%
6,赤峰市玉峰矿业有限公司,察布查尔县梧桐煤炭有限责任公司,100%
7,赤峰市玉峰矿业有限公司,中科天道新能源有限公司,23.97674%
0,赤峰维信羊剪绒制品有限公司,内蒙古仁立雪莲羊绒有限公司,40%
0,赤峰维康生化制药有限公司,赤峰循证药物研发有限公司,100%
1,赤峰维康生化制药有限公司,赤峰上京医院（普通合伙）,98%
0,赤峰远建钢铁实业有限公司,赤峰远联钢铁有限责任公司,10%
0,赤峰金剑铜业有限公司,林西县双兴矿业有限责任公司,19%
0,赤峰顺鑫宁城老窖酒业有限公司,宁城鑫宁贸易有限公司,100%
0,赤水市煤炭有限公司,习水县聚欣房地产开发有限公司,37%
0,赤水市鸿锐电冶有限公司,赤水市开源典当有限公司,31%
0,赫比（上海）家用电器产品有限公司,向阳飞（上海）国际贸易有限公司,100%
1,赫比（上海）家用电器产品有限公司,赫比精密塑胶制品（上海）有限公司,100%
2,赫比（上海）家用电器产品有限公司,赫比（上海）精密金属制造有限公司,100%
3,赫比（上海）家用电器产品有限公司,赫比（上海）金属工业有限公司,100%
4,赫比（上海）家用电器产品有限公司,赫比（上海）自动化科技有限公司,100%
5,赫比（上海）家用电器产品有限公司,赫比（成都）模架制造有限公司,100%
6,赫比（上海）家用电器产品有限公司,赫比（苏州）精密模具有限公司,100%
7,赫比（上海）家用电器产品有限公司,赫比（南通）科技有限公司,100%
8,赫比（上海）家用电器产品有限公司,赫比（南通）电子科技有限公司,100%
9,赫比（上海）家用电器产品有限公司,赫比（厦门）电子科技有限公司,100%
10,赫比（上海）家用电器产品有限公司,赫比（苏州）通讯科技有限公司,100%
11,赫比（上海）家用电器产品有限公司,赫比（上海）精密模具有限公司,100%
12,赫比（上海）家用电器产品有限公司,赫比（成都）精密塑胶制品有限公司,100%
13,赫比（上海）家用电器产品有限公司,赫比（上海）通讯科技有限公司,100%
14,赫比（上海）家用电器产品有限公司,恒赫鼎富（苏州）电子有限公司,39.88989%
15,赫比（上海）家用电器产品有限公司,赫比（厦门）精密塑胶制品有限公司,86.67%
16,赫比（上海）家用电器产品有限公司,赫比（苏州）电子有限公司,100%
17,赫比（上海）家用电器产品有限公司,赫比（上海）国际贸易有限公司,100%
0,超人集团有限公司,浙江拓威电工有限公司,72.38095%
1,超人集团有限公司,永康市超人电子有限公司,57.69231%
2,超人集团有限公司,永康市超人塑料制品有限公司,85%
3,超人集团有限公司,永康市赛德电器有限公司,75%
4,超人集团有限公司,浙江超人工贸有限公司,60%
5,超人集团有限公司,杭州钱江浙商创业投资合伙企业（有限合伙）,1.36364%
0,超竣电器制造（奉化）有限公司,宁波竣业电器制造有限公司,100%
1,超竣电器制造（奉化）有限公司,宁波奉化鑫合众纸品制造有限公司,100%
2,超竣电器制造（奉化）有限公司,宁波竣盛电器制造有限公司,100%
0,超美精密工业（惠州）有限公司,超联明刀具（惠州）有限公司,30%
0,路达（厦门）工业有限公司,百路达（厦门）工业有限公司,37.73585%
1,路达（厦门）工业有限公司,厦门路达小额贷款股份有限公司,32.52457%
2,路达（厦门）工业有限公司,厦门联和二期集成电路产业股权投资基金合伙企业（有限合伙）,9.52381%
3,路达（厦门）工业有限公司,厦门金景华犇创业投资合伙企业（有限合伙）,12%
4,路达（厦门）工业有限公司,厦门同鑫达投资有限公司,6.91869%
0,车王电子（宁波）有限公司,长春精钰电子科技股份有限公司,16.66667%
1,车王电子（宁波）有限公司,余姚市车王电子商贸有限公司,100%
2,车王电子（宁波）有限公司,余姚市车连王商贸有限公司,100%
0,轮兴机械工业（昆山）有限公司,秦皇岛兆基精密模具有限公司,100%
1,轮兴机械工业（昆山）有限公司,淮安市兆基精密模具有限公司,100%
0,辉南轧钢有限公司,通化钢铁公司辉南实业集团公司,100%
0,辉县市汽车配件有限公司,欧玛（中国）汽车部件有限公司,49.5%
1,辉县市汽车配件有限公司,河南广成机械设备有限公司,100%
2,辉县市汽车配件有限公司,河南广运精密机械有限公司,100%
3,辉县市汽车配件有限公司,河南广信科技中介服务有限公司,100%
4,辉县市汽车配件有限公司,广瑞集团（十堰）汽车部件有限公司,100%
0,辉县市纺织印染集团有限公司,河南辉县农村商业银行股份有限公司,1.69029%
0,辉县市银龙专用粉食品有限公司,河南三得利网络科技有限公司,60%
0,辑美彩印（厦门）有限公司,辑美包装印刷科技（厦门）有限公司,100%
1,辑美彩印（厦门）有限公司,重庆辑美包装有限公司,100%
2,辑美彩印（厦门）有限公司,苏州辑美包装有限公司,100%
3,辑美彩印（厦门）有限公司,重庆双美纸制品有限公司,55%
0,辛集市元亨利皮革有限公司,辛集市革环科技有限公司,1%
0,辛集市冠楠皮业有限公司,辛集市嘉维服饰商贸有限公司,100%
0,辛集市华达皮革有限公司,辛集市革环科技有限公司,1%
0,辛集市圣马皮革有限公司,辛集市锦钰明润污水处理有限责任公司,1%
1,辛集市圣马皮革有限公司,辛集市革环科技有限公司,1%
0,辛集市宏四海皮革有限公司,辛集市锦钰明润污水处理有限责任公司,1%
1,辛集市宏四海皮革有限公司,辛集市革环科技有限公司,1%
0,辛集市弘业皮革有限公司,辛集市革环科技有限公司,1%
0,辛集市旺华皮革有限公司,辛集市革环科技有限公司,1%
0,辛集市海洋皮革有限公司,辛集市革环科技有限公司,1%
1,辛集市海洋皮革有限公司,河北辛集农村商业银行股份有限公司,3.33333%
0,辛集市金泉制革有限公司,辛集市革环科技有限公司,1%
0,辽宁东方发电有限公司,抚顺千金新能源有限公司,100%
1,辽宁东方发电有限公司,鞍山辽电新能源有限公司,100%
0,辽宁东林瑞那斯股份有限公司,深圳市雍盛投资有限公司,40%
1,辽宁东林瑞那斯股份有限公司,沈阳嘉俊置业有限公司,44.61388%
0,辽宁中兴矿业集团有限公司,海城利尔麦格西塔材料有限公司,100%
0,辽宁中泽集团朝阳纺织有限公司,朝阳银行股份有限公司,8.02186%
0,辽宁五一八内燃机配件有限公司,丹东五一八库尔塞尔锻造有限公司,55%
0,辽宁五女山米兰酒业有限公司,桓仁五女山米兰民族酒业贸易有限公司,100%
1,辽宁五女山米兰酒业有限公司,辽宁四方庄园葡萄酒国际贸易有限公司,99%
0,辽宁仁泰食品集团有限公司,辽宁沐泰生物科技有限公司,20%
1,辽宁仁泰食品集团有限公司,辽宁仁泰牧业有限公司,70%
2,辽宁仁泰食品集团有限公司,辽宁仁泰农业有限公司,70%
0,辽宁众友饲料有限公司,辽宁众盟禽业有限公司,70%
0,辽宁省凌源鸿凌热电厂,凌源凌汽建筑工程有限公司,55%
0,辽宁北方玻璃机械有限公司,辽宁北方航空装备股份有限公司,90%
0,辽宁北方重工机器制造有限公司,辽阳诚达重工机械有限公司,100%
0,辽宁北海实业（集团）有限公司,海城海鸣矿业有限责任公司,30%
1,辽宁北海实业（集团）有限公司,辽宁菱镁矿业有限公司,0.41258%
2,辽宁北海实业（集团）有限公司,海城市金钢铸业有限公司,60%
0,辽宁华兴工业公司,辽宁华兴工业公司波纹管厂,100%
1,辽宁华兴工业公司,锦州市华兴建筑安装公司,100%
0,辽宁华孚环境工程有限公司,山东华孚石油环保科技有限公司,100%
1,辽宁华孚环境工程有限公司,大连爱德摩设备制造有限公司,100%
0,辽宁华孚石油高科技股份有限公司,辽宁华孚环境工程股份有限公司,99.99701%
0,辽宁华福印染股份有限公司,营口华福电子商务有限公司,100%
1,辽宁华福印染股份有限公司,营口华福国际贸易有限公司,90%
2,辽宁华福印染股份有限公司,营口华福房地产开发有限公司,100%
3,辽宁华福印染股份有限公司,营口华福网络科技有限责任公司,100%
0,辽宁大成农牧实业有限公司,四川大成农牧科技有限公司,100%
0,辽宁天意实业股份有限公司,辽宁天意钻井液材料有限公司,100%
1,辽宁天意实业股份有限公司,盘锦辽河油田天意石油装备有限公司,100%
2,辽宁天意实业股份有限公司,盘锦辽河油田天意油气工程监理有限公司,100%
3,辽宁天意实业股份有限公司,盘锦天意物业管理有限公司,100%
0,辽宁天湖啤酒有限公司,辽宁新业啤酒有限公司,52%
1,辽宁天湖啤酒有限公司,辽宁天湖国际贸易有限公司,100%
2,辽宁天湖啤酒有限公司,辽宁天尚精酿啤酒有限公司,70%
3,辽宁天湖啤酒有限公司,苏州天尚精酿餐饮管理有限公司,100%
0,辽宁天龙药业有限公司,辽宁蓝天制药有限公司,80%
1,辽宁天龙药业有限公司,盘锦天龙置业有限公司,4%
2,辽宁天龙药业有限公司,细扬科技股份有限公司,70%
3,辽宁天龙药业有限公司,细扬科技股份有限公司,70%
0,辽宁好护士药业（集团）有限公司,辽宁上药好护士健康科技有限公司,42.85714%
1,辽宁好护士药业（集团）有限公司,辽宁上药科技开发有限公司,100%
2,辽宁好护士药业（集团）有限公司,辽宁好护士集团医药有限公司,100%
3,辽宁好护士药业（集团）有限公司,上药（辽宁）中药资源有限公司,15%
0,辽宁宝林集团有限公司,辽宁宝林集团大连金州电缆有限公司,100%
1,辽宁宝林集团有限公司,辽宁宝林集团大连房地产开发有限公司,96%
0,辽宁宝林集团大连金州电缆有限公司,大连凯康宝林电缆有限公司,1%
0,辽宁宝龙肉禽食品有限公司,黑山县宝龙养殖专业合作社,37.5%
0,辽宁宽甸板栗有限公司,辽宁慧东仓储有限公司,100%
0,辽宁岫岩青花耐火材料有限公司,鞍山市岫岩轻烧镁集团有限公司,30.03571%
1,辽宁岫岩青花耐火材料有限公司,岫岩满族自治县菱镁矿业有限责任公司,9.46952%
0,辽宁庆阳特种化工有限公司,辽宁庆阳民爆器材有限公司,84.7165%
1,辽宁庆阳特种化工有限公司,辽阳昆鹏化工有限公司,30%
2,辽宁庆阳特种化工有限公司,辽宁庆阳特种材料制造有限公司,100%
3,辽宁庆阳特种化工有限公司,辽宁庆阳近代化工有限公司,45.66667%
4,辽宁庆阳特种化工有限公司,辽阳庆阳化学制品有限公司,10%
5,辽宁庆阳特种化工有限公司,辽阳富池科技有限公司,13.14016%
0,辽宁康辰药业有限公司,东港市康铭实业有限公司,100%
0,辽宁弘圣花生产业有限公司,黑山县弘圣花生种植专业合作社,30%
0,辽宁承业汽车零部件制造有限公司,安徽华信汽车销售服务有限公司,100%
1,辽宁承业汽车零部件制造有限公司,凤城市东钢经贸有限公司,100%
0,辽宁新北方热力集团有限公司,沈阳盛合北方新能源热力有限公司,51%
1,辽宁新北方热力集团有限公司,锦州新北方民安供热有限公司,20%
0,辽宁新风企业集团有限公司,辽阳新黎航空铝窗安装制造有限责任公司,90%
1,辽宁新风企业集团有限公司,辽宁新风企业集团轻质建筑材料制造有限公司,51%
2,辽宁新风企业集团有限公司,辽宁新风水表制造有限公司,60%
3,辽宁新风企业集团有限公司,辽宁新风企业集团大连亿特科技有限公司,90%
4,辽宁新风企业集团有限公司,辽宁新风集团牧业有限公司,98.75%
5,辽宁新风企业集团有限公司,沈阳岚欣贸易有限公司,95%
6,辽宁新风企业集团有限公司,沈阳鸿波贸易有限公司,10%
0,辽宁晨光铁合金集团有限公司,辰溪厚德矿产品有限公司,39.14729%
1,辽宁晨光铁合金集团有限公司,湖南新宏大钒业有限公司,88%
2,辽宁晨光铁合金集团有限公司,辽宁晨光环境工程技术有限公司,79%
0,辽宁曙光汽车集团股份有限公司,重庆曙光车桥有限责任公司,100%
1,辽宁曙光汽车集团股份有限公司,丹东曙光重型车桥有限责任公司,100%
2,辽宁曙光汽车集团股份有限公司,丹东曙光汽车贸易有限责任公司,100%
3,辽宁曙光汽车集团股份有限公司,凤城市曙光汽车半轴有限责任公司,100%
4,辽宁曙光汽车集团股份有限公司,丹东曙光黄海新能源汽车服务有限公司,100%
