,企业名称,被投资企业名称,投资比例
8,万安集团有限公司,浙江诸暨万安实业投资合伙企业（有限合伙）,18.66667%
9,万安集团有限公司,浙江万安其弗汽车零部件有限公司,35%
10,万安集团有限公司,上海联翰实业发展有限公司,18.79%
11,万安集团有限公司,诸暨万微进芯创业投资合伙企业（有限合伙）,25%
0,万宝至马达大连有限公司,万宝至马达瓦房店有限公司,100%
0,万家电器集团有限公司,万家电器集团乐清销售有限公司,50%
1,万家电器集团有限公司,乐清市舒彩电气有限公司,51%
2,万家电器集团有限公司,万家电器集团温州电气科技有限公司,51%
3,万家电器集团有限公司,万家电器集团乐清断路器有限公司,90%
0,万源市龙源电力有限公司,万源市胡家桥水电有限公司,12%
1,万源市龙源电力有限公司,万源市檀香园水电有限公司,8.61244%
2,万源市龙源电力有限公司,万源市梓桐能源有限责任公司,7.42857%
0,万特制药（海南）有限公司,万全万特制药江苏有限公司,100%
1,万特制药（海南）有限公司,重庆万全医药有限公司,100%
2,万特制药（海南）有限公司,江苏万全特创医药生物技术有限公司,100%
3,万特制药（海南）有限公司,海南万德玛药业有限公司,100%
4,万特制药（海南）有限公司,健创医药科技（厦门）有限公司,100%
5,万特制药（海南）有限公司,北京万全德众医药生物技术有限公司,100%
0,万益皮革（厦门）有限公司,厦门延泉企业管理咨询合伙企业（有限合伙）,8.56164%
0,万载县青叶食品有限公司,江西思忆食品有限公司,100%
0,万达集团股份有限公司,万达石化有限公司,100%
1,万达集团股份有限公司,山东万达进出口有限公司,100%
2,万达集团股份有限公司,山东万达微电子材料有限公司,99%
3,万达集团股份有限公司,山东万达电缆有限公司,100%
4,万达集团股份有限公司,山东万达宝通轮胎有限公司,90.65714%
5,万达集团股份有限公司,山东耐斯特炭黑有限公司,96.33911%
6,万达集团股份有限公司,山东万达化工有限公司,100%
7,万达集团股份有限公司,山东万达热电有限公司,96.66666%
8,万达集团股份有限公司,山东天弘化学有限公司,30.92%
9,万达集团股份有限公司,山东明宇化学有限公司,51%
10,万达集团股份有限公司,东营银行股份有限公司,6.36983%
0,三九（安国）现代中药开发有限公司,贵州省施秉县经纬中药材开发有限公司,20%
0,三九黄石制药厂,黄石市匡正物业管理有限责任公司,98.49315%
0,三亚中法供水有限公司,三亚碧青水质检测有限公司,100%
0,三亚南新富斯复合肥发展有限公司,海南景沛实业有限公司,100%
1,三亚南新富斯复合肥发展有限公司,三亚元宇实业有限公司,100%
2,三亚南新富斯复合肥发展有限公司,三亚宸建实业有限公司,100%
3,三亚南新富斯复合肥发展有限公司,三亚建宇实业有限公司,100%
0,三亚蓝钻混凝土配送有限公司,海南格瑞特新材料开发有限公司,60%
0,三信国际电器上海有限公司,上海交大科技园金桥企业发展有限公司,45%
1,三信国际电器上海有限公司,上海施太恩电气有限公司,100%
2,三信国际电器上海有限公司,上海三信国际电器销售有限公司,60%
3,三信国际电器上海有限公司,上海叁鑫企业管理有限公司,100%
0,三六一度（福建）体育用品有限公司,三六一度（厦门）工贸有限公司,10%
1,三六一度（福建）体育用品有限公司,泉州晋江江头闽海加油站有限公司,51%
0,三友（天津）高分子技术有限公司,重庆三友化工有限公司,5%
0,三友控股集团有限公司,三友控股集团上海实业有限公司,80%
1,三友控股集团有限公司,台州三友农业科技发展有限公司,51%
2,三友控股集团有限公司,浙江三友塑业股份有限公司,75%
3,三友控股集团有限公司,三友控股集团进出口有限公司,85%
4,三友控股集团有限公司,台州三友置业有限公司,51%
5,三友控股集团有限公司,台州市路桥区总商会企业总部大厦有限公司,6.98925%
6,三友控股集团有限公司,三友控股集团海运有限公司,30%
7,三友控股集团有限公司,台州市路桥三友金龙小额贷款股份有限公司,40%
8,三友控股集团有限公司,三友控股集团银友摩托车有限公司,27%
0,三台县银泰丝绸有限公司,三台县银泰酒店管理有限公司,15%
0,三多乐精密注塑（深圳）有限公司,昆山三多乐电子有限公司,100%
1,三多乐精密注塑（深圳）有限公司,东莞市三多乐佳智能传动有限公司,100%
0,三明市万事达矿业有限公司,明溪县钢明矿业有限公司,75%
0,三明市三菲铝业有限公司,福建三明农村商业银行股份有限公司,-
0,三明市三钢矿山开发有限公司,明溪县钢明矿业有限公司,25%
1,三明市三钢矿山开发有限公司,三明市钢岩矿业有限公司,80%
2,三明市三钢矿山开发有限公司,明溪县三钢矿业有限责任公司,100%
0,三明市明源水电有限公司,三明市水尾发电有限公司,70%
1,三明市明源水电有限公司,福建闽通长运股份有限公司,0.4271%
2,三明市明源水电有限公司,福建三明农村商业银行股份有限公司,-
0,三明市梅列香料厂,福建绿萃生物科技有限公司,20%
0,三明市毅君机械铸造有限公司,福建省中机海西金属材料检测技术服务有限公司,100%
0,三明市煤气公司,三明中燃城市燃气发展有限公司,51%
1,三明市煤气公司,三明壹品慧科技有限公司,49%
0,三明市金圣特种钢有限公司,三明市金圣特种钢阀门有限公司,70%
0,三松（青岛）石材有限公司,青岛明松家具有限公司,70%
0,三河市北京住达建筑门窗有限公司,廊坊欧鹏门窗有限公司,8%
1,三河市北京住达建筑门窗有限公司,三河北京住达化学建材有限公司,15%
0,三河市新宏昌专用车有限公司,包头市新宏昌专用车有限公司,100%
1,三河市新宏昌专用车有限公司,北京复昌融资租赁有限公司,66.66667%
2,三河市新宏昌专用车有限公司,山东鑫海投资有限公司,6.4433%
0,三河汇福粮油集团饲料蛋白有限公司,廊坊银行股份有限公司,7.9643%
0,三河市燕东彩涂板有限公司,三河市燕东祥俊钢结构有限公司,100%
1,三河市燕东彩涂板有限公司,三河市燕东物业服务有限公司,100%
0,三河市联铭实业有限公司,三河市京联鑫再生资源利用有限公司,49%
0,三河市鑫生木业有限公司,北京市润成典当有限责任公司,14.4%
0,三泰敷织开发（昆山）有限公司,昆山旭泰体育工程有限公司,100%
0,三洲集团有限公司,浙江三洲房地产开发有限公司,100%
1,三洲集团有限公司,乐清市白象模具城有限公司,87.5%
2,三洲集团有限公司,温州三洲电器电脑有限公司,49%
3,三洲集团有限公司,温州三洲国际贸易有限公司,10%
0,三爱司电子技术（昆山）有限公司,上海卓己贸易发展有限公司,100%
1,三爱司电子技术（昆山）有限公司,昆山匠一环境科技有限公司,60%
2,三爱司电子技术（昆山）有限公司,昆山沃得福自动化设备有限公司,35.00164%
0,三能器具（无锡）有限公司,无锡市斯凯尔商贸有限公司,52.47797%
1,三能器具（无锡）有限公司,鑫能器具（无锡）有限公司,55%
2,三能器具（无锡）有限公司,三能烘焙器具（广州）有限公司,100%
0,三虎混凝土集团有限公司,瑞安市三虎混凝土有限公司,95%
1,三虎混凝土集团有限公司,温州新虎物流有限公司,100%
0,三角集团有限公司,三角（威海）华平综合服务有限公司,100%
1,三角集团有限公司,三角（威海）华博置业有限公司,100%
2,三角集团有限公司,北京金桥华太信息咨询有限公司,100%
3,三角集团有限公司,威海普源供热有限公司,20%
4,三角集团有限公司,三角（威海）华进机电设备有限公司,100%
5,三角集团有限公司,三角轮胎股份有限公司,56.84%
6,三角集团有限公司,三角（威海）华通机械科技股份有限公司,90%
0,三贵康复器材（上海）有限公司,三贵食品科技（上海）有限公司,100%
0,三达膜科技（厦门）有限公司,漳州纳滤科技有限公司,100%
1,三达膜科技（厦门）有限公司,厦门三达海水淡化有限公司,100%
2,三达膜科技（厦门）有限公司,天津纳滤科技有限公司,100%
3,三达膜科技（厦门）有限公司,厦门三达净水科技有限公司,100%
4,三达膜科技（厦门）有限公司,梅河口新三达膜技术有限公司,100%
5,三达膜科技（厦门）有限公司,许昌三达膜技术有限公司,100%
6,三达膜科技（厦门）有限公司,苏州达蓝纳米科技有限公司,100%
7,三达膜科技（厦门）有限公司,延安新三达膜技术有限公司,100%
8,三达膜科技（厦门）有限公司,厦门市政水务新水开发有限公司,45%
9,三达膜科技（厦门）有限公司,延安三达水务有限公司,30%
10,三达膜科技（厦门）有限公司,青海三达锂镁科技有限公司,-
0,三通食品（潍坊）有限公司,安丘精果食品有限公司,100%
1,三通食品（潍坊）有限公司,青岛暖家自然食品有限公司,100%
0,三门华丽医药化工有限公司,三门胜杰化工有限公司,100%
0,三门峡宇龙纺织器材有限公司,三门峡秀林商贸有限公司,99.78632%
1,三门峡宇龙纺织器材有限公司,成都宇顺纺织器材有限责任公司,60%
2,三门峡宇龙纺织器材有限公司,三门峡宇龙纺器钢丝综有限责任公司,52%
3,三门峡宇龙纺织器材有限公司,河南大盛钢筘有限公司,100%
4,三门峡宇龙纺织器材有限公司,三门峡宇龙纺器钢片综有限责任公司,90%
5,三门峡宇龙纺织器材有限公司,三门峡宇龙纺器织针有限责任公司,40%
0,三门峡戴卡轮毂制造有限公司,河南钛镁科技有限公司,35.00649%
0,三门峡新华水工机械有限公司,新疆新华恒信水电工程有限责任公司,30%
1,三门峡新华水工机械有限公司,水利水电三门峡防腐工程有限公司,100%
2,三门峡新华水工机械有限公司,三门峡水工机械有限责任公司,100%
0,三门峡电熔刚玉有限公司,三门峡神宝耐火材料有限责任公司,100%
1,三门峡电熔刚玉有限公司,河南三耐磨料有限公司,80%
0,三门峡神火碳素有限公司,三门峡天籁木塑材料有限责任公司,100%
0,三门峡莘原制药有限公司,卢氏县乐氏同仁中药材种植有限公司,100%
1,三门峡莘原制药有限公司,乐氏同仁三门峡中医中药研究院有限公司,100%
0,三门峡金渠集团有限公司,三门峡金渠珠宝首饰有限公司,51%
1,三门峡金渠集团有限公司,三门峡金质建筑工程监理有限公司,100%
2,三门峡金渠集团有限公司,玉门市昌源矿业有限公司,64.86667%
3,三门峡金渠集团有限公司,甘肃湛昌矿业有限责任公司,65%
4,三门峡金渠集团有限公司,河南金渠银通金属材料有限公司,100%
5,三门峡金渠集团有限公司,三门峡市黄金设计院有限公司,100%
6,三门峡金渠集团有限公司,三门峡金渠金银精炼有限公司,100%
7,三门峡金渠集团有限公司,河南金渠置业有限公司,100%
8,三门峡金渠集团有限公司,三门峡戴卡轮毂制造有限公司,21.79307%
9,三门峡金渠集团有限公司,河南金渠黄金股份有限公司,22.8%
10,三门峡金渠集团有限公司,武汉双龙慧创企业管理咨询有限公司,20%
11,三门峡金渠集团有限公司,河南光宇矿业有限公司,40%
12,三门峡金渠集团有限公司,灵宝黄金集团股份有限公司,4.89436%
0,三门县腾洲皮业有限公司,三门海生水产有限公司,100%
0,三门通顺铆钉有限公司,浙江自紧王科技有限公司,35%
0,上好佳（中国）有限公司,上好佳（上海）电子商务有限公司,100%
1,上好佳（中国）有限公司,上好佳浩辉（上海）贸易有限公司,100%
0,上峰集团有限公司,诸暨市君悦蠡山酒店投资管理有限公司,20%
1,上峰集团有限公司,诸暨市民惠担保投资有限公司,2%
2,上峰集团有限公司,诸暨市景顺贸易有限公司,100%
0,上工申贝（集团）股份有限公司,上海上工申贝资产管理有限公司,100%
1,上工申贝（集团）股份有限公司,上海上工蝴蝶缝纫机有限公司,100%
2,上工申贝（集团）股份有限公司,上海申贝办公机械进出口有限公司,100%
3,上工申贝（集团）股份有限公司,上工缝制机械（浙江）有限公司,100%
4,上工申贝（集团）股份有限公司,百福工业装备（上海）有限公司,100%
5,上工申贝（集团）股份有限公司,杜克普百福实业（上海）有限公司,100%
6,上工申贝（集团）股份有限公司,上海上工申贝电子有限公司,100%
7,上工申贝（集团）股份有限公司,百福工业装备（上海）有限公司,100%
8,上工申贝（集团）股份有限公司,上海申丝凯乐供应链管理有限公司,100%
9,上工申贝（集团）股份有限公司,上工富怡智能制造（天津）有限公司,65%
10,上工申贝（集团）股份有限公司,上海蝴蝶链衣数字科技有限公司,60%
11,上工申贝（集团）股份有限公司,浙江上工宝石缝纫科技有限公司,60%
12,上工申贝（集团）股份有限公司,杜克普爱华工业制造（上海）有限公司,51.28205%
13,上工申贝（集团）股份有限公司,上海派雪菲克实业有限公司,48%
14,上工申贝（集团）股份有限公司,百福工业缝纫机（张家港）有限公司,30.24899%
15,上工申贝（集团）股份有限公司,上海申丝企业发展有限公司,50.00173%
16,上工申贝（集团）股份有限公司,上海飞人科技有限公司,35.29412%
17,上工申贝（集团）股份有限公司,长江出版传媒股份有限公司,0.85%
18,上工申贝（集团）股份有限公司,上海宝鼎投资股份有限公司,-
19,上工申贝（集团）股份有限公司,上海临港融资租赁有限公司,9.87689%
0,上思县叫安松香厂,上思县叫安松香厂,100%
0,上林县中兴丝业有限公司,广西上林农村商业银行股份有限公司,5.1895%
0,上林县泉兴矿产有限公司,上林县自来水有限责任公司,48.73197%
1,上林县泉兴矿产有限公司,上林县泉兴矿产有限责任公司,48.92683%
0,上栗县奇星出口花炮厂,上栗县利和小额贷款有限责任公司,10%
0,上栗县环宇出口花炮厂,上栗县利和小额贷款有限责任公司,30%
1,上栗县环宇出口花炮厂,长治市城区同乐烟花爆竹有限公司,40%
0,上正阀门集团有限公司,浙江冠霖阀门有限公司,44%
1,上正阀门集团有限公司,温州睿祥股权投资管理有限公司,10%
2,上正阀门集团有限公司,永嘉县上正流体科技有限公司,52%
3,上正阀门集团有限公司,西普阀门有限公司,50.9%
4,上正阀门集团有限公司,浙江永嘉农村商业银行股份有限公司,0.2064%
5,上正阀门集团有限公司,温州睿祥投资中心（有限合伙）,-
6,上正阀门集团有限公司,温州利环科技有限公司,-
0,上汽通用五菱汽车股份有限公司,广西昊菱汽车科技有限公司,100%
0,上海一冷开利空调设备有限公司,开利空调冷冻系统（上海）有限公司,100%
0,上海一开电气集团有限公司,上海一开电气集团电力设备安装有限公司,60%
1,上海一开电气集团有限公司,上海能顿电气开关有限公司,60%
2,上海一开电气集团有限公司,上海一开电气集团山西机电有限公司,51%
3,上海一开电气集团有限公司,上海一开电气集团信息科技有限公司,52%
4,上海一开电气集团有限公司,上海一开电气集团内蒙古光大电气成套工程有限公司,11.15385%
5,上海一开电气集团有限公司,柳林县晋柳七号投资企业（有限合伙）,1.29858%
0,上海一诺仪表有限公司,上海诺科泵业有限公司,80%
1,上海一诺仪表有限公司,赤牛（上海）电子商务有限公司,100%
2,上海一诺仪表有限公司,上海诺利国际贸易有限公司,60%
3,上海一诺仪表有限公司,上海一诺自动化工程有限公司,94.46132%
4,上海一诺仪表有限公司,上海海府餐饮管理有限公司,80%
5,上海一诺仪表有限公司,上海贝加尔医疗器械有限公司,100%
6,上海一诺仪表有限公司,上海诺百川新能源科技有限公司,30%
0,上海一钢南翔传动设备厂,上海南翔永丰经济发展有限公司,25%
0,上海万通印务有限公司,上海森烜包装制品有限公司,41%
0,上海万通实业有限公司,上海动能冷凝器有限公司,20%
0,上海万香日化有限公司,淮安万馨精油有限公司,2.12766%
1,上海万香日化有限公司,宁夏万香源生物科技有限公司,100%
0,上海三乐高分子材料有限公司,湖南盛锦新材料有限公司,0.91743%
0,上海三华针织有限公司,上海闵行幸子小额贷款股份有限公司,10%
0,上海三叶塑钢营造有限公司,上海三叶建筑机械设备租赁有限公司,100%
0,上海三和合管桩有限公司,上海鹏斯实业（集团）有限公司,100%
0,上海三好塑料制品有限公司,启东三好塑料制品有限公司,23.07692%
0,上海三思科技发展有限公司,嘉善三思光电技术有限公司,10%
1,上海三思科技发展有限公司,三思光电科技（上海）有限公司,-
0,上海三明食品公司,上海旭财典当有限公司,50%
1,上海三明食品公司,芜湖星浩股权投资中心（有限合伙）,-
2,上海三明食品公司,上海明鸣咨询管理有限公司,100%
3,上海三明食品公司,上海复星惟实一期股权投资基金合伙企业（有限合伙）,1.25104%
0,上海市三星水泵厂,上海神飞五金机电有限公司,72%
0,上海三智汽配实业有限公司,上海三智锦元工贸有限公司,100%
0,上海三樱包装材料有限公司,上海三樱棋亚物业管理有限公司,100%
1,上海三樱包装材料有限公司,上海原成塑纸制品有限公司,56.58%
0,上海三牛食品有限公司,圆荣圆食品（上海）有限公司,100%
1,上海三牛食品有限公司,上海珺之圆文化信息发展有限公司,20%
0,上海三电贝洱汽车空调有限公司,苏州三电精密零件有限公司,35%
1,上海三电贝洱汽车空调有限公司,上海三电汽车空调有限公司,100%
2,上海三电贝洱汽车空调有限公司,上海马勒热系统有限公司,50%
0,上海三立汇众汽车零部件有限公司,武汉三立汇众汽车零部件有限公司,100%
0,上海三维制药有限公司,上海上药中西制药有限公司,73.13091%
1,上海三维制药有限公司,上海罗氏制药有限公司,30%
2,上海三维制药有限公司,上海金和生物制药有限公司,51.10294%
3,上海三维制药有限公司,上海三合生物技术有限公司,37.5%
4,上海三维制药有限公司,上海中西三维药业昆山有限公司,100%
0,上海三花泡沫塑料有限公司,上海战斗仓储有限公司,100%
0,上海三花电气有限公司,浙江三花生态农业有限公司,100%
0,上海三谷眼镜有限公司,丹东眼联龙跃实业有限公司,10%
1,上海三谷眼镜有限公司,丹东市新亚洲黄金材料有限公司,70%
2,上海三谷眼镜有限公司,丹东新亚洲模具有限公司,70%
0,上海三超服装有限公司,上海若彬诗服装有限公司,66.52893%
1,上海三超服装有限公司,上海东兰汇聚酒店管理有限公司,99.8004%
0,上海三银制漆有限公司,上海青浦工合小额贷款股份有限公司,10%
0,上海上丰集团有限公司,上海豪臣企业发展有限公司,100%
1,上海上丰集团有限公司,上海日普电力电子有限公司,100%
2,上海上丰集团有限公司,上海上丰洁具有限公司,10%
3,上海上丰集团有限公司,重庆上丰管道有限公司,80%
4,上海上丰集团有限公司,武汉畅的科技有限公司,100%
5,上海上丰集团有限公司,深圳市金威图五金电子有限公司,40%
6,上海上丰集团有限公司,山东畅的科技开发有限公司,85%
7,上海上丰集团有限公司,广州畅的科技有限公司,75%
8,上海上丰集团有限公司,武汉合康动力技术有限公司,60%
9,上海上丰集团有限公司,北京合康新能科技股份有限公司,2.76%
10,上海上丰集团有限公司,浙江乐清农村商业银行股份有限公司,5.03233%
11,上海上丰集团有限公司,杭州恒领科技有限公司,3.99999%
0,上海上化氟材料有限公司,上海莹润汽车配件有限公司,100%
0,上海上塑控股（集团）有限公司,河南上塑实业有限公司,95%
1,上海上塑控股（集团）有限公司,上海上塑控股集团管道有限公司,54%
0,上海上标汽车紧固件有限公司,上海冯国紧固件有限公司,100%
1,上海上标汽车紧固件有限公司,江苏沪东金属制品有限公司,40%
2,上海上标汽车紧固件有限公司,南通金奥汽车零部件有限公司,40%
3,上海上标汽车紧固件有限公司,上海上标汽车紧固件昆山有限公司,60%
0,上海上水纯净水有限公司,上海申水建材有限公司,13.33333%
1,上海上水纯净水有限公司,浙江御品源饮品有限公司,70%
2,上海上水纯净水有限公司,湖州澳欣饮品有限公司,51%
0,上海上电电容器有限公司,上海密高电容器有限公司,100%
0,上海上缆神舟线缆有限公司,中山市沪中电线电缆有限公司,9.33%
0,上海上螺高强度螺钉有限公司,株洲上螺高强度螺钉有限公司,5%
0,上海世霸包装材料有限公司,上海世霸商贸有限公司,100%
0,上海东升新材料有限公司,新乡市东升新材料有限公司,51%
1,上海东升新材料有限公司,上海四胜贸易有限公司,100%
2,上海东升新材料有限公司,浙江高旭仙鹤高分子材料有限公司,51%
3,上海东升新材料有限公司,济宁明升新材料有限公司,100%
4,上海东升新材料有限公司,山东高旭新材料有限公司,100%
5,上海东升新材料有限公司,济宁明阳新材料有限公司,75%
6,上海东升新材料有限公司,东升新材料（山东）有限公司,75%
7,上海东升新材料有限公司,上海高旭机械设备有限公司,35.98201%
0,上海东华高压均质机厂,上海东华高压匀浆泵厂服务部,100%
0,上海东和传动轴有限公司,惠安县东和机械制造有限公司,25%
0,上海东岳生物化工有限公司,启东东岳药业有限公司,50%
1,上海东岳生物化工有限公司,上海东岳药业有限公司,50%
0,上海东方久乐汽车安全气囊有限公司,东方久乐汽车电子（上海）股份有限公司,8.52%
0,上海东方航空食品有限公司,安徽东方航空食品有限公司,45%
1,上海东方航空食品有限公司,江西东方航空配餐有限公司,45%
0,上海东洋燃油燃气厨房设备有限公司,上海东洋酒店设备有限公司,5%
0,上海东海压力容器厂,上海浦东溴化锂制冷机厂,90%
0,上海东海啤酒有限公司,上海涵亮贸易有限公司,90%
0,上海东海有色合金厂,上海宝星电子有限公司,50%
1,上海东海有色合金厂,上海华铜实业有限公司,10%
0,上海东海电脑股份有限公司,上海新计实业有限公司,100%
0,上海东润换热设备制造有限公司,南京洛科犇能源科技有限公司,60%
0,上海东爱陶瓷有限公司,上海松科投创业投资中心（有限合伙）,8.33333%
0,上海东珠针织服装有限公司,上海银静时装有限公司,51%
1,上海东珠针织服装有限公司,中山市飞煌服饰有限公司,20%
0,上海东理科技发展有限公司,新疆西金工塑业科技有限公司,51%
0,上海东芙冷锻制造有限公司,三门东芙冷锻制造有限公司,100%
1,上海东芙冷锻制造有限公司,上海东芙格尔冷锻制造有限公司,49%
2,上海东芙冷锻制造有限公司,海门东芙精密机械有限公司,100%
3,上海东芙冷锻制造有限公司,上海沪渝实业有限公司,100%
4,上海东芙冷锻制造有限公司,重庆东芙汽车零部件制造有限公司,100%
5,上海东芙冷锻制造有限公司,浙江东芙智能制造有限公司,50%
6,上海东芙冷锻制造有限公司,上海芙纳森精密机械制造有限公司,50%
0,上海东铁五金有限公司,金石安防系统（浙江）有限公司,100%
0,上海东隆羽绒制品有限公司,上海新东隆家纺有限公司,100%
1,上海东隆羽绒制品有限公司,无为东景生态循环农业有限公司,100%
2,上海东隆羽绒制品有限公司,上海三隆医疗科技有限公司,100%
3,上海东隆羽绒制品有限公司,东隆商丘服装有限公司,100%
4,上海东隆羽绒制品有限公司,安徽东盛家居科技有限公司,100%
5,上海东隆羽绒制品有限公司,上海央东投资发展有限公司,17%
6,上海东隆羽绒制品有限公司,图们东隆服装有限公司,100%
7,上海东隆羽绒制品有限公司,上海东隆先登服饰设计有限公司,1%
8,上海东隆羽绒制品有限公司,上海兴众投资管理有限公司,34%
