,企业名称,被投资企业名称,投资比例
9,天津中财型材有限公司,贵州中财典当有限公司,75%
10,天津中财型材有限公司,天津中财小额贷款有限公司,14.92095%
11,天津中财型材有限公司,天津中财非融资性担保有限公司,21.25984%
12,天津中财型材有限公司,云南中财典当有限公司,25%
13,天津中财型材有限公司,浙江中财担保有限公司,16.13396%
0,天津中辰番茄制品有限公司,天津天一食品有限公司,100%
1,天津中辰番茄制品有限公司,中基汉斯食品有限公司,100%
0,天津市中重科技工程有限公司,天津市中重环保工程有限公司,100%
1,天津市中重科技工程有限公司,中重科技（江苏）有限公司,100%
0,天津久增金属有限公司,天津金渲顺医疗科技有限公司,100%
1,天津久增金属有限公司,天津宣胜科技有限公司,100%
0,天津久安集团有限公司,天津久安集团久源电缆桥架有限公司,52.83019%
1,天津久安集团有限公司,天津久安集团安科电器有限公司,50%
2,天津久安集团有限公司,天津久安集团亨实钢结构有限公司,1%
0,天津久日化学工业有限公司,湖南久日新材料有限公司,100%
1,天津久日化学工业有限公司,天津久瑞翔和商贸有限公司,100%
2,天津久日化学工业有限公司,天津久源新材料技术有限公司,100%
3,天津久日化学工业有限公司,山东久日化学科技有限公司,100%
4,天津久日化学工业有限公司,常州久日化学有限公司,100%
5,天津久日化学工业有限公司,久日新材料（东营）有限公司,100%
6,天津久日化学工业有限公司,内蒙古久日新材料有限公司,100%
7,天津久日化学工业有限公司,徐州大晶新材料科技集团有限公司,100%
8,天津久日化学工业有限公司,山东久兴智合新材料科技有限公司,100%
9,天津久日化学工业有限公司,天津久日半导体材料有限公司,100%
10,天津久日化学工业有限公司,天津海河博弘新材料股权投资基金合伙企业（有限合伙）,19.8%
11,天津久日化学工业有限公司,天津瑞兴投资管理有限公司,40%
12,天津久日化学工业有限公司,大晶信息化学品（徐州）有限公司,83.99832%
13,天津久日化学工业有限公司,天津市瑞武股权投资基金合伙企业（有限合伙）,38%
14,天津久日化学工业有限公司,宁波微芯新材料科技有限公司,-
15,天津久日化学工业有限公司,天津普兰纳米科技有限公司,3.15786%
16,天津久日化学工业有限公司,天津市天骄辐射固化材料有限公司,38.46154%
0,天津乐金新型建材有限公司,乐尔幸华奥斯（天津）门窗有限公司,100%
0,天津九鼎医学生物工程有限公司,天津九鼎生物制品有限公司,20%
1,天津九鼎医学生物工程有限公司,天津温阳生物技术有限公司,90%
0,天津市云海碳素制品有限公司,天津市云海通物流有限公司,50%
1,天津市云海碳素制品有限公司,天津云海津脂科技有限公司,30%
2,天津市云海碳素制品有限公司,深圳市大墨云海贸易有限公司,1%
0,天津市亚东化工染料厂,天津市大港顺通环境治理有限公司,25%
0,天津市亚星散热器有限公司,上海亚星新昭热交换器有限公司,60%
1,天津市亚星散热器有限公司,天津天世星管业有限公司,100%
2,天津市亚星散热器有限公司,天津市世名新能源汽车零部件有限公司,100%
3,天津市亚星散热器有限公司,天津亚星物业管理有限公司,100%
4,天津市亚星散热器有限公司,天津亚星世纪贸易有限公司,100%
0,天津市人民印刷厂,天津环球高新技术投资有限公司,3%
0,天津优瑞纳斯液压机械有限公司,天津优瑞纳斯智能装备有限公司,90%
0,天津市佳诚汽车零部件制造有限公司,吉林省佳成汽车地毯有限公司,98%
1,天津市佳诚汽车零部件制造有限公司,天津市中津佳成汽车地毯有限公司,98%
2,天津市佳诚汽车零部件制造有限公司,吉林省佳成汽车零部件有限公司,98%
0,天津市侨阳印刷有限公司,天津中阳印务有限公司,90%
0,天津俊安煤焦化工有限公司,清原满族自治县瑞源铜铁矿有限公司,100%
1,天津俊安煤焦化工有限公司,永顺县通大矿业有限公司,70%
2,天津俊安煤焦化工有限公司,俊安（天津）融资租赁有限公司,70%
3,天津俊安煤焦化工有限公司,中富兰德（北京）矿业有限公司,51%
4,天津俊安煤焦化工有限公司,中际融资租赁（天津）有限公司,55%
5,天津俊安煤焦化工有限公司,原平俊安林业有限公司,90%
6,天津俊安煤焦化工有限公司,天津滨海电子商务有限公司,100%
7,天津俊安煤焦化工有限公司,苏尼特右旗宏鑫矿业有限责任公司,60%
8,天津俊安煤焦化工有限公司,天津龙津国源物流有限责任公司,49%
9,天津俊安煤焦化工有限公司,河北鑫安物流有限公司,49%
10,天津俊安煤焦化工有限公司,山西俊安林场有限公司,10%
11,天津俊安煤焦化工有限公司,北京融斯创房地产开发有限公司,15%
0,天津市保利成工贸有限公司,天津市昌盛泰典当有限公司,35%
0,天津市健龙保健品有限公司,天津市健龙商贸有限公司,40%
1,天津市健龙保健品有限公司,天津天纺时尚舞台服饰有限公司,5%
0,天津市兆博实业有限公司,天津市兆博典当有限公司,73.33333%
1,天津市兆博实业有限公司,天津市亿博鑫五金交电销售有限公司,75%
0,天津市兆川机电制造厂,山东绿纤工程服务有限公司,5%
0,天津市光华福利造纸厂,天津光华津武包装有限公司,75.63218%
0,天津光电通信技术有限公司,天津光电新亚国际贸易有限公司,51%
1,天津光电通信技术有限公司,天津光电新亚电子通信技术有限公司,51%
2,天津光电通信技术有限公司,天津光电丰泰科技有限公司,60%
3,天津光电通信技术有限公司,天津光电华典科技有限公司,65%
4,天津光电通信技术有限公司,天津光电安辰信息技术股份有限公司,51.02%
5,天津光电通信技术有限公司,江西信安通信技术有限公司,100%
6,天津光电通信技术有限公司,柒伍肆（南京）通信技术有限公司,100%
7,天津光电通信技术有限公司,天津光电久远科技有限公司,70%
0,天津光辉集团有限公司,天津市宏春泰商贸有限公司,79.2%
1,天津光辉集团有限公司,天津市凯立达建材销售有限公司,50.93333%
2,天津光辉集团有限公司,天津鹏英化工有限公司,95.32076%
0,天津冠芳可乐饮料有限公司,天津娃哈哈食品有限公司,5%
1,天津冠芳可乐饮料有限公司,天津武清村镇银行股份有限公司,5.11509%
0,天津冶建特种材料有限公司,河北国蓬建材有限公司,100%
0,天津市冷藏食品贸易公司,天津市金冷物流有限公司,20%
0,天津凯涛奇食品有限公司,天津小善商贸有限公司,100%
1,天津凯涛奇食品有限公司,天津小善餐饮有限公司,100%
2,天津凯涛奇食品有限公司,天津旭升机械有限公司,100%
0,天津市凯特自行车有限公司,天津市天骄自行车有限公司,2.89855%
0,天津市凯诺实业有限公司,天津泰思克机械设备有限公司,40%
1,天津市凯诺实业有限公司,裕信凯诺（天津）汽车配件有限公司,50%
2,天津市凯诺实业有限公司,凯诺掌合（天津）科技有限公司,100%
0,天津市创举科技有限公司,天津市创举化工设备有限公司,100%
0,天津利金粮油股份有限公司,利达粮油科技（天津）有限公司,100%
0,天津力生制药股份有限公司,天津乐敦中药有限公司,8.28729%
1,天津力生制药股份有限公司,天津生物化学制药有限公司,100%
2,天津力生制药股份有限公司,天津田边制药有限公司,24.64572%
3,天津力生制药股份有限公司,天津市中央药业有限公司,100%
4,天津力生制药股份有限公司,天津医药集团财务有限公司,15%
5,天津力生制药股份有限公司,天津医药集团营销管理有限公司,15%
0,天津力神电池股份有限公司,武汉力神动力电池系统科技有限公司,98.01704%
1,天津力神电池股份有限公司,潍坊力神动力电池系统有限公司,40%
2,天津力神电池股份有限公司,东风力神动力电池系统有限公司,40%
3,天津力神电池股份有限公司,天津力神超电科技有限公司,100%
4,天津力神电池股份有限公司,深圳力神电子技术有限公司,35%
5,天津力神电池股份有限公司,力神动力电池系统有限公司,100%
6,天津力神电池股份有限公司,力神（青岛）新能源有限公司,68.78307%
7,天津力神电池股份有限公司,力神电池（苏州）有限公司,100%
8,天津力神电池股份有限公司,天津聚元新能源科技有限公司,100%
9,天津力神电池股份有限公司,宁波力神动力电池系统有限公司,15%
10,天津力神电池股份有限公司,天津力神四联新能源有限公司,20%
11,天津力神电池股份有限公司,天津清源电动车辆有限责任公司,3.07201%
12,天津力神电池股份有限公司,天津拓鑫力神电动汽车租赁有限公司,30%
13,天津力神电池股份有限公司,中电科声光电科技股份有限公司,2.23%
14,天津力神电池股份有限公司,凤凰新能源（惠州）有限公司,10.26515%
15,天津力神电池股份有限公司,深圳惠科新材料有限公司,1.67598%
16,天津力神电池股份有限公司,天津新邦科技发展有限公司,12.17381%
17,天津力神电池股份有限公司,安徽和鼎机电设备有限公司,19.99318%
18,天津力神电池股份有限公司,天津南大强芯半导体芯片设计有限公司,8.5%
19,天津力神电池股份有限公司,国联汽车动力电池研究院有限责任公司,1.07527%
0,天津市勤发化工有限公司,天津澳德添加剂制造有限公司,40%
1,天津市勤发化工有限公司,天津市精美特表面技术有限公司,36.99999%
0,天津市北方锅炉制造厂,天津市北方锅炉安装有限公司,80%
0,天津市北闸口仪表机床厂,天津市博旺东盛数控机床有限公司,75%
1,天津市北闸口仪表机床厂,天津瑞业达科技有限公司,75%
0,天津市医疗器械厂,天津艾米克斯医疗器械有限公司,94.58604%
1,天津市医疗器械厂,天津市康盾宝医用聚氨酯技术有限公司,100%
0,天津市医疗器械工业公司,天津市人立骨科器械有限公司,100%
1,天津市医疗器械工业公司,天津市浩达医疗器械有限公司,100%
2,天津市医疗器械工业公司,天津市正通医药净化设备有限公司,100%
3,天津市医疗器械工业公司,天津医药集团众健康达医疗科技有限公司,100%
4,天津市医疗器械工业公司,津药医疗器械（吉林）有限公司,100%
5,天津市医疗器械工业公司,津药创服医疗器械（济南）有限公司,100%
6,天津市医疗器械工业公司,天津市医疗器材厂,100%
0,天津市华丰漆包线厂,天津市华丰漆包线厂,33.12444%
0,天津华利保温建材有限公司,河北华利岩棉制造有限公司,100%
1,天津华利保温建材有限公司,天津滨海华胜钢结构制造有限公司,75%
2,天津华利保温建材有限公司,珠海华利新材料有限公司,100%
3,天津华利保温建材有限公司,河北胜唐钢结构制造有限公司,60%
4,天津华利保温建材有限公司,海能发防腐保温工程有限责任公司,51.00009%
0,天津市华利兴五金制品有限公司,天津博特照明器具有限公司,20.40816%
0,天津市华北电缆厂,江铜华北（天津）铜业有限公司,49%
1,天津市华北电缆厂,上海金融发展投资基金二期（叁）（有限合伙）,15.45834%
2,天津市华北电缆厂,天津华北集团铜业有限公司,99.07692%
3,天津市华北电缆厂,河北永钜铜材有限公司,100%
4,天津市华北电缆厂,天津华南线材有限公司,98%
0,天津市华峰制衣厂,天津斯必得服装集团有限公司,17.64706%
0,天津市华邦科技发展有限公司,天津华邦新材料科技有限公司,10%
0,天津协进电子有限公司,协进电线（天津）有限公司,100%
0,天津南侨油脂有限公司,天津吉好食品有限公司,100%
0,天津南开和成科技有限公司,和成沧州医药科技有限公司,100%
0,天津市南洋兄弟石化设备有限公司,天津市南洋兄弟机电设备安装工程有限公司,100%
0,天津市博爱钢管有限公司,天津爱博祥宇国际贸易有限公司,100%
1,天津市博爱钢管有限公司,科威检测技术（天津）有限公司,100%
0,天津博瑞特金属制品有限公司,天津信仁小额贷款有限公司,20%
0,天津博苑高新材料有限公司,天津碧海蓝天水性高分子材料有限公司,75%
1,天津博苑高新材料有限公司,天津博苑化学有限公司,90%
0,天津博顿电子有限公司,柳州博顿汽车零部件有限公司,100%
1,天津博顿电子有限公司,天津菲必电子有限公司,70%
2,天津博顿电子有限公司,重庆埃库特科技有限责任公司,65%
3,天津博顿电子有限公司,天津博顿智造汽车部件有限公司,100%
0,天津卡达克汽车高新技术公司,柳州卡达克汽车高新技术有限公司,100%
0,天津市双合盛食品有限公司,天津市蓟州村镇银行股份有限公司,5%
0,天津市双马香精香料新技术有限公司,上海乐和香水化妆品有限公司,100%
0,天津发电设备总厂,天津天发发电设备销售有限公司,17.10337%
1,天津发电设备总厂,黑龙江哈电多能水电开发有限责任公司,-
0,天津市发达钢管有限公司,天津盛鑫融小额贷款有限公司,10%
0,天津可口可乐饮料有限公司,中粮可口可乐供应链（天津）有限公司,1%
0,天津市合成材料工业研究所,渤科及墨（天津）科技发展有限公司,40%
1,天津市合成材料工业研究所,天津合创海华科技发展有限公司,40%
0,天津吉好食品有限公司,广州吉好食品有限公司,100%
0,天津名门防火建材实业有限公司,天津名门门业有限公司,5%
0,天津哈娜好医材有限公司,廊坊哈娜好科技有限公司,100%
1,天津哈娜好医材有限公司,天津丽欧医疗器械有限公司,40%
2,天津哈娜好医材有限公司,天津哈娜好生物科技有限公司,51%
0,天津嘉思特车业有限公司,江阴嘉思特车业有限公司,100%
1,天津嘉思特车业有限公司,安徽嘉思特车业有限公司,100%
0,天津嘉成木业有限公司,天津尚品佳家居有限公司,100%
0,天津市嘉海木业有限公司,天津嘉成木业有限公司,71.05%
0,天津市园意橡胶密封件厂,北京中能九州重装科技有限公司,4%
0,天津市圣奥橡胶制品有限公司,天津市飞亚达橡胶制品有限公司,40%
0,天津市圣斯克家俱有限公司,天津市圣斯克家具销售有限公司,0.5%
1,天津市圣斯克家俱有限公司,天津圣弗朗投资发展股份有限公司,45%
0,天津塑力线缆集团有限公司,天津市圆梦科技发展有限公司,100%
1,天津塑力线缆集团有限公司,天津骏晟科技有限公司,94.8%
2,天津塑力线缆集团有限公司,天津君度酒业有限公司,100%
3,天津塑力线缆集团有限公司,天津赛克力电力技术开发有限公司,100%
4,天津塑力线缆集团有限公司,天津塑力集团超高压电缆有限公司,80%
5,天津塑力线缆集团有限公司,天津瑞亿翔科技有限公司,98.2%
6,天津塑力线缆集团有限公司,国能子金电缆南通有限公司,89.24445%
0,天津市塑料研究所,卡迪美（天津）医疗科技有限公司,40%
1,天津市塑料研究所,天津阿法莱诺生命科技有限公司,51.2%
0,天津市塘沽区红光化工设备有限公司,天津国际现代设备有限公司,100%
0,天津市复印设备公司,天津市第三光学仪器厂,100%
0,天津大桥焊材集团有限公司,天津大桥电焊条有限公司,70.4588%
1,天津大桥焊材集团有限公司,天津大桥焊材集团衡阳焊接材料有限公司,80%
2,天津大桥焊材集团有限公司,天津大桥集团新疆焊接材料有限公司,60%
3,天津大桥焊材集团有限公司,天津大桥焊丝有限公司,95.2%
4,天津大桥焊材集团有限公司,天津大桥焊材科技有限公司,100%
5,天津大桥焊材集团有限公司,天津大桥集团电焊条供销有限公司,90%
6,天津大桥焊材集团有限公司,大桥（江苏）焊材科技有限公司,100%
7,天津大桥焊材集团有限公司,天津市电焊条公司,100%
8,天津大桥焊材集团有限公司,天津大桥银川焊丝有限公司,80%
9,天津大桥焊材集团有限公司,中电建大桥宏远（天津）光伏有限公司,25%
10,天津大桥焊材集团有限公司,天津大桥包装有限公司,40%
11,天津大桥焊材集团有限公司,天津大桥塑料制品有限公司,51%
12,天津大桥焊材集团有限公司,天津大桥友发焊接材料有限公司,51%
13,天津大桥焊材集团有限公司,天津大桥龙兴焊接材料有限公司,51%
14,天津大桥焊材集团有限公司,天津大桥模具制造有限公司,51%
15,天津大桥焊材集团有限公司,天津大桥国际贸易有限责任公司,49%
16,天津大桥焊材集团有限公司,天津大桥兴鹏焊材销售有限公司,10%
17,天津大桥焊材集团有限公司,天津第一机床有限公司,8.54171%
18,天津大桥焊材集团有限公司,天津市前进印刷有限公司,1.33333%
19,天津大桥焊材集团有限公司,天津盛百贵科技发展有限公司,10%
0,天津市大桥道食品有限公司,成都大桥道食品有限公司,25%
1,天津市大桥道食品有限公司,天津市锦弘商贸有限公司,40%
2,天津市大桥道食品有限公司,晟易焙（天津）食品有限责任公司,75%
0,天津大沽化工股份有限公司,天津大沽化工厂劳动服务公司,100%
1,天津大沽化工股份有限公司,天津大沽贸易有限公司,90%
2,天津大沽化工股份有限公司,天津乐金渤海化学有限公司,3.97%
3,天津大沽化工股份有限公司,天津渤化众泰安全技术股份有限公司,20%
4,天津大沽化工股份有限公司,天津渤化精美新材料科技有限公司,10%
5,天津大沽化工股份有限公司,天津大沽新材料科技有限公司,70%
6,天津大沽化工股份有限公司,天津渤化物产股份有限公司,10%
0,天津大沽精细化工有限公司,天津大沽贸易有限公司,10%
0,天津市大海实业发展有限公司,安徽大海地产有限公司,80%
1,天津市大海实业发展有限公司,安徽绿源置业发展有限公司,35%
0,天津市大海肉类制品有限公司,天津市大海实业发展有限公司,10%
1,天津市大海肉类制品有限公司,天津市大海调料制品有限公司,72.72727%
0,天津大港油田长虹电缆制造有限公司,天津滨海新区中焱铜业有限公司,60%
0,天津大滩锅炉集团有限公司,天津大滩锅炉集团锅炉附属设备有限公司,53.02491%
1,天津大滩锅炉集团有限公司,天津大康建筑设备租赁有限公司,90%
2,天津大滩锅炉集团有限公司,天津万缘机械设备租赁有限公司,90%
0,天津大维股份有限公司,天津大维制衣有限公司,75%
0,天津大通铜业有限公司,天津卓银金属有限公司,100%
0,天津天利农产品有限公司,华信亚源（天津自贸区）有限公司,20%
0,天津天利航空机电有限公司,施耐德梅兰日兰低压（天津）有限公司,25%
1,天津天利航空机电有限公司,上海施耐德低压终端电器有限公司,25%
2,天津天利航空机电有限公司,天津天利电子科技有限公司,49.00488%
0,天津市天塔涂料有限公司,天津市灯塔天鑫涂料有限公司,37.33333%
1,天津市天塔涂料有限公司,天津聚联光固化材料有限公司,17.30769%
0,天津天士力现代中药资源有限公司,天士力东北现代中药资源有限公司,100%
1,天津天士力现代中药资源有限公司,陕西天士力植物药业有限责任公司,3.7746%
2,天津天士力现代中药资源有限公司,天津天士创新中药有限公司,70%
3,天津天士力现代中药资源有限公司,云南天士力三七药业有限公司,2.0339%
0,天津天士力集团有限公司,陕西天士力医药物流有限公司,100%
1,天津天士力集团有限公司,天士力资本控股（北京）有限公司,100%
2,天津天士力集团有限公司,天津天士力融通小额贷款有限公司,100%
3,天津天士力集团有限公司,大健康智能医疗科技（深圳）有限公司,100%
4,天津天士力集团有限公司,天津天士力服务管理集团有限公司,100%
5,天津天士力集团有限公司,聚宁（北京）科技服务有限公司,100%
6,天津天士力集团有限公司,西藏聚智创业投资有限公司,100%
7,天津天士力集团有限公司,天津天士力医疗健康投资有限公司,100%
8,天津天士力集团有限公司,大健康智能医疗科技（深圳）有限公司,100%
9,天津天士力集团有限公司,辽宁天士力健康用品有限公司,100%
10,天津天士力集团有限公司,天津北辰区天士力医院有限公司,100%
11,天津天士力集团有限公司,天津天士力商业保理有限公司,80%
12,天津天士力集团有限公司,天津金士力佳友日化用品有限公司,85%
13,天津天士力集团有限公司,聚智大健康科技服务集团有限公司,99.24573%
14,天津天士力集团有限公司,袋鼠科技有限公司,75.1%
15,天津天士力集团有限公司,天津康顺科技发展合伙企业（有限合伙）,99.66778%
16,天津天士力集团有限公司,天津和悦科技发展合伙企业（有限合伙）,99.85735%
17,天津天士力集团有限公司,杭州天士力新赛道股权投资合伙企业（有限合伙）,97.22222%
18,天津天士力集团有限公司,天士力融资租赁有限公司,75%
19,天津天士力集团有限公司,发泰（天津）科技有限公司,60%
20,天津天士力集团有限公司,天津市华夏未来文化教育发展集团股份有限公司,58.33333%
21,天津天士力集团有限公司,天津天士力创业投资有限公司,60%
22,天津天士力集团有限公司,成都天士力诺唯生物科技有限公司,60%
23,天津天士力集团有限公司,辽宁天士力参茸股份有限公司,63.5%
24,天津天士力集团有限公司,汉广中药科技（天津）有限公司,51%
25,天津天士力集团有限公司,成都数联易康科技有限公司,28.00058%
26,天津天士力集团有限公司,金士力佳友（天津）有限公司,51%
27,天津天士力集团有限公司,安国数字中药都有限公司,57%
28,天津天士力集团有限公司,天士力医药集团股份有限公司,45.57%
29,天津天士力集团有限公司,数字本草（天津）科技发展合伙企业（有限合伙）,40%
30,天津天士力集团有限公司,天津天士力中药资源科技发展有限公司,1%
31,天津天士力集团有限公司,天津天士力健康产业投资合伙企业（有限合伙）,0.8%
32,天津天士力集团有限公司,天津天士力健康产业投资管理合伙企业（有限合伙）,0.1%
33,天津天士力集团有限公司,北京中研百草检测认证有限公司,4.66666%
34,天津天士力集团有限公司,天津每日新传媒发展有限公司,10%
35,天津天士力集团有限公司,天津五度时空商务咨询有限公司,6.45161%
36,天津天士力集团有限公司,澳华健康科技有限公司,24.9%
37,天津天士力集团有限公司,天津华金锦天医药医疗创业投资合伙企业（有限合伙）,22.77904%
38,天津天士力集团有限公司,天津通明科技发展合伙企业（有限合伙）,-
39,天津天士力集团有限公司,天津鸿勋科技发展合伙企业（有限合伙）,-
40,天津天士力集团有限公司,天津善臻科技发展合伙企业（有限合伙）,-
41,天津天士力集团有限公司,天津顺祺科技发展合伙企业（有限合伙）,-
0,天津天大凯泰化工科技有限公司,天津天大凯泰机械制造有限公司,100%
0,天津天大天久科技股份有限公司,衡水市天大天久精细化工科技有限公司,33.33333%
1,天津天大天久科技股份有限公司,天津天久科创化工设备有限公司,100%
2,天津天大天久科技股份有限公司,云尚共享经济信息咨询（天津）有限公司,30%
3,天津天大天久科技股份有限公司,天津市腾丰德源环保科技有限公司,100%
0,天津天女化工集团股份有限公司,天津达—琦精细化工有限公司,100%
1,天津天女化工集团股份有限公司,天津浩元精细化工股份有限公司,98.5%
2,天津天女化工集团股份有限公司,天津先光化妆品有限公司,39%
3,天津天女化工集团股份有限公司,天津东洋油墨有限公司,30%
